ID,Time Stamp,Region,Latitude,Longitude,Risk-Level
0,06-10-2020,Acton,34.4807415,-118.1868379,-1
1,06-10-2020,Agoura Hills,34.14791,-118.76570420000002,0
2,06-10-2020,Alhambra,34.093042,-118.12706,1
3,06-10-2020,Altadena,34.1863161,-118.13523290000002,0
4,06-10-2020,Arcadia,34.136207500000005,-118.0401497,0
5,06-10-2020,Arleta,34.2413266,-118.4322047,1
6,06-10-2020,Avalon,33.342209999999994,-118.3272612,-1
7,06-10-2020,Azusa,34.1338751,-117.9056046,1
8,06-10-2020,Baldwin Hills,34.01098870000001,-118.3370709,0
9,06-10-2020,Baldwin Park,34.0854739,-117.9611761,-1
10,06-10-2020,Bassett,34.049732299999995,-117.9967323,-1
11,06-10-2020,Bell,33.9747806,-118.1866361,0
12,06-10-2020,Bell Gardens,33.9694561,-118.1503953,0
13,06-10-2020,Bellflower,33.8825705,-118.1167679,1
14,06-10-2020,Beverly Hills,34.0696501,-118.3963062,1
15,06-10-2020,Beverlywood,34.0466335,-118.395038,1
16,06-10-2020,Boyle Heights,34.0436892,-118.20976840000002,0
17,06-10-2020,Brentwood,34.0521403,-118.4740699,0
18,06-10-2020,Burbank,34.181648200000005,-118.3258554,0
19,06-10-2020,Calabasas,34.144664299999995,-118.6440973,0
20,06-10-2020,Canoga Park,34.2010776,-118.5978259,1
21,06-10-2020,Canyon Country,34.42332929999999,-118.4720281,0
22,06-10-2020,Carson,33.832204299999994,-118.2517547,0
23,06-10-2020,Castaic,34.488882200000006,-118.6228656,1
24,06-10-2020,Central,34.0536909,-118.2427666,-1
25,06-10-2020,Century City,34.0574263,-118.4147267,0
26,06-10-2020,Cerritos,33.8644291,-118.0539323,-1
27,06-10-2020,Chatsworth,34.2595715,-118.6023247,0
28,06-10-2020,Claremont,34.0966764,-117.7197785,0
29,06-10-2020,Cloverdale/Cochran,34.062323,-118.346155,-1
30,06-10-2020,Compton,33.894927,-118.226624,-1
31,06-10-2020,Covina,34.1024,-117.854865,-1
32,06-10-2020,Crestview,34.0621851,-118.4250119,1
33,06-10-2020,Culver City,34.0211224,-118.3964665,0
34,06-10-2020,Del Rey,33.9896527,-118.4243437,0
35,06-10-2020,Diamond Bar,34.02862260000001,-117.8103367,0
36,06-10-2020,Downey,33.942215000000004,-118.1235646,0
37,06-10-2020,Downtown,34.0428494,-118.2476732,-1
38,06-10-2020,Duarte,34.1394513,-117.9772873,0
39,06-10-2020,Eagle Rock,34.1366877,-118.2076796,0
40,06-10-2020,East Hollywood,34.0904277,-118.2966254,0
41,06-10-2020,East Los Angeles,34.0239015,-118.17201570000002,0
42,06-10-2020,Echo Park,34.0779819,-118.2567824,1
43,06-10-2020,El Monte,34.0751571,-118.036849,-1
44,06-10-2020,El Segundo,33.917028,-118.4156337,0
45,06-10-2020,El Sereno,34.0811213,-118.1778495,-1
46,06-10-2020,Encino,34.1591324,-118.5016166,0
47,06-10-2020,Exposition Park,34.013653999999995,-118.2872106,1
48,06-10-2020,Gardena,33.8963593,-118.3053037,0
49,06-10-2020,Glassell Park,34.1161201,-118.2289627,1
50,06-10-2020,Glendale,34.146941600000005,-118.2478471,0
51,06-10-2020,Glendora,34.136118700000004,-117.865339,0
52,06-10-2020,Granada Hills,34.26615579999999,-118.5174342,0
53,06-10-2020,Hacienda Heights,33.993067700000005,-117.9686755,0
54,06-10-2020,Hancock Park,34.0677881,-118.3325765,1
55,06-10-2020,Harbor City,33.79110120000001,-118.3012604,1
56,06-10-2020,Harbor Gateway,33.8542249,-118.2992198,0
57,06-10-2020,Harvard Heights,34.047110499999995,-118.3054828,0
58,06-10-2020,Harvard Park,33.9839471,-118.3046228,-1
59,06-10-2020,Hawthorne,33.9188589,-118.3483256,0
60,06-10-2020,Highland Park,34.1099469,-118.1969828,1
61,06-10-2020,Hollywood,34.0980031,-118.3295232,0
62,06-10-2020,Hollywood Hills,34.1311792,-118.3355474,0
63,06-10-2020,Huntington Park,33.982704299999995,-118.21203429999998,-1
64,06-10-2020,Hyde Park,33.9805691,-118.3306308,0
65,06-10-2020,Inglewood,33.9562003,-118.353132,1
66,06-10-2020,Koreatown,34.05801339999999,-118.3008095,-1
67,06-10-2020,La Canada Flintridge,34.1998302,-118.2005236,0
68,06-10-2020,La Mirada,33.906097100000004,-118.0107092,0
69,06-10-2020,La Puente,34.01979,-117.95036770000002,1
70,06-10-2020,La Verne,34.10084260000001,-117.7678355,0
71,06-10-2020,Lake Balboa,34.1811656,-118.495236,1
72,06-10-2020,Lake Los Angeles,34.6127395,-117.8403955,-1
73,06-10-2020,Lakewood,33.8503463,-118.1171914,0
74,06-10-2020,Lancaster,34.6981064,-118.1366153,0
75,06-10-2020,Lawndale,33.8885217,-118.3531991,1
76,06-10-2020,Leimert Park,34.007702,-118.3320627,0
77,06-10-2020,Lincoln Heights,34.081248200000005,-118.2034419,1
78,06-10-2020,Lomita,33.8036545,-118.3195014,0
79,06-10-2020,Los Feliz,34.1100408,-118.2889236,0
80,06-10-2020,Lynwood,33.924831,-118.2024154,0
81,06-10-2020,Manhattan Beach,33.8915985,-118.3951241,0
82,06-10-2020,Mar Vista,34.0037605,-118.4391641,0
83,06-10-2020,Maywood,33.9866807,-118.185349,0
84,06-10-2020,Melrose,34.0536909,-118.2427666,1
85,06-10-2020,Miracle Mile,34.008544,-118.133415,0
86,06-10-2020,Monrovia,34.1483499,-118.0014517,0
87,06-10-2020,Montebello,34.0159398,-118.111975,0
88,06-10-2020,Monterey Park,34.051522,-118.129807,0
89,06-10-2020,Mt. Washington,34.0988396,-118.2211069,-1
90,06-10-2020,North Hills,34.2429575,-118.4854081,1
91,06-10-2020,North Hollywood,34.1729044,-118.3740371,1
92,06-10-2020,Northridge,34.2345615,-118.5369316,1
93,06-10-2020,Norwalk,33.909280200000005,-118.0849169,0
94,06-10-2020,Pacoima,34.262502500000004,-118.427027,0
95,06-10-2020,Palmdale,34.5793131,-118.1171108,0
96,06-10-2020,Palms,34.024732799999995,-118.4116152,1
97,06-10-2020,Panorama City,34.2242902,-118.4453745,1
98,06-10-2020,Paramount,33.898917,-118.171005,0
99,06-10-2020,Park La Brea,34.067401600000004,-118.3552363,-1
100,06-10-2020,Pico Rivera,33.9830688,-118.096735,0
101,06-10-2020,Playa Vista,33.9759574,-118.4181815,0
102,06-10-2020,Pomona,34.05538129999999,-117.7517496,0
103,06-10-2020,Porter Ranch,34.2818164,-118.5612714,0
104,06-10-2020,Rancho Palos Verdes,33.7483311,-118.3707683,1
105,06-10-2020,Redondo Beach,33.8455911,-118.38867659999998,0
106,06-10-2020,Reseda,34.200078399999995,-118.5369884,0
