ID,Time Stamp,Region,Latitude,Longitude,Density
0,08-2-2021,Acton,34.4807415,-118.1868379,0.018362317331389492
1,08-2-2021,Adams-Normandie,34.0317877,-118.30024660000001,0.06668828361435365
2,08-2-2021,Agoura Hills,34.147909999999996,-118.76570420000002,0.039257528028994335
3,08-2-2021,Alhambra,34.093042,-118.12706000000001,0.08328143381080894
4,08-2-2021,Alsace,33.9879995,-118.3476199,0.14044092898014138
5,08-2-2021,Altadena,34.1863161,-118.13523290000002,0.06650573551151781
6,08-2-2021,Angeles National Forest,34.3216546,-118.019201,0.25
7,08-2-2021,Angelino Heights,34.070288899999994,-118.25479650000001,0.1277297074577668
8,08-2-2021,Arcadia,34.136207500000005,-118.0401497,0.05142736827329672
9,08-2-2021,Arleta,34.2413266,-118.4322047,0.21508462539945555
10,08-2-2021,Artesia,33.8690197,-118.0796195,0.13131868131868132
11,08-2-2021,Atwater Village,34.1163979,-118.25646370000001,0.10320235891106083
12,08-2-2021,Avalon,33.342209999999994,-118.3272612,0.004709965294992563
13,08-2-2021,Azusa,34.1338751,-117.90560459999999,0.13692065865978909
14,08-2-2021,Baldwin Hills,34.01098870000001,-118.3370709,0.1032354846408237
15,08-2-2021,Baldwin Park,34.0854739,-117.96117609999999,0.17745572508011026
16,08-2-2021,Bel Air,34.0827278,-118.44798020000002,0.054832713754646836
17,08-2-2021,Bell,33.9747806,-118.1866361,0.18985681495245385
18,08-2-2021,Bell Gardens,33.9694561,-118.1503953,0.12645897062754302
19,08-2-2021,Bellflower,33.8825705,-118.1167679,0.14921114909282146
20,08-2-2021,Beverly Crest,34.1167701,-118.43226070000001,0.06193242248220567
21,08-2-2021,Beverly Hills,34.0696501,-118.3963062,0.08888375851321713
22,08-2-2021,Beverlywood,34.045933399999996,-118.39492,0.08167408448504725
23,08-2-2021,Boyle Heights,34.0436892,-118.20976840000002,0.20984108298999413
24,08-2-2021,Bradbury,34.1469511,-117.97089820000001,0.030757097791798107
25,08-2-2021,Brentwood,34.0521403,-118.4740699,0.05969999665920556
26,08-2-2021,Brookside,34.0536909,-118.2427666,0.05993690851735016
27,08-2-2021,Burbank,34.181648200000005,-118.3258554,0.09185993199098308
28,08-2-2021,Cadillac-Corning,33.973951,-118.248405,0.11356932153392332
29,08-2-2021,Calabasas,34.144664299999995,-118.6440973,0.05516103028674523
30,08-2-2021,Canoga Park,34.2010776,-118.5978259,0.1563553297870641
31,08-2-2021,Canyon Country,34.42332929999999,-118.4720281,0.01211885803068557
32,08-2-2021,Carson,33.832204299999994,-118.2517547,0.09182706944961266
33,08-2-2021,Carthay,34.061121299999996,-118.3672997,0.07840570223288966
34,08-2-2021,Castaic,34.488882200000006,-118.6228656,0.13835834068843778
35,08-2-2021,Central,34.0536909,-118.2427666,0.2092234838293064
36,08-2-2021,Century City,34.057426299999996,-118.4147267,0.05699936224489796
37,08-2-2021,Century Palms/Cove,34.062844,-118.41581299999999,0.201491613542118
38,08-2-2021,Cerritos,33.8644291,-118.05393229999999,0.049704443844330426
39,08-2-2021,Chatsworth,34.2595715,-118.6023247,0.11062857787428444
40,08-2-2021,Cheviot Hills,34.0405878,-118.4098875,0.05680331443523767
41,08-2-2021,Chinatown,34.0638402,-118.23586759999999,0.08265147591921285
42,08-2-2021,Claremont,34.0966764,-117.71977849999999,0.06586160108548167
43,08-2-2021,Cloverdale/Cochran,34.062323,-118.34615500000001,0.12027247569715463
44,08-2-2021,Commerce,34.002581,-118.156586,0.19685289676547724
45,08-2-2021,Compton,33.894927,-118.226624,0.17454908294506127
46,08-2-2021,Country Club Park,34.050289,-118.3211871,0.11194183414500307
47,08-2-2021,Covina,34.1024,-117.85486499999999,0.13598339134151555
48,08-2-2021,Crenshaw District,34.0611479,-118.31942190000001,0.11602371715101385
49,08-2-2021,Crestview,34.0621851,-118.4250119,0.09970116816082586
50,08-2-2021,Cudahy,33.9620584,-118.1835395,0.2035277594183741
51,08-2-2021,Culver City,34.021122399999996,-118.3964665,0.0518877125782483
52,08-2-2021,Del Rey,33.9896527,-118.4243437,0.07621130551816957
53,08-2-2021,Diamond Bar,34.02862260000001,-117.81033670000001,0.060689341292208585
54,08-2-2021,Downey,33.942215000000004,-118.1235646,0.16014269270984352
55,08-2-2021,Downtown,34.0428494,-118.24767320000001,0.11530581651009394
56,08-2-2021,Duarte,34.1394513,-117.97728729999999,0.077171065887568
57,08-2-2021,Eagle Rock,34.1366877,-118.20767959999999,0.10145533404750083
58,08-2-2021,East Hollywood,34.0904277,-118.2966254,0.12116575332716532
59,08-2-2021,East Los Angeles,34.0239015,-118.17201570000002,0.2004016222388471
60,08-2-2021,Echo Park,34.0779819,-118.2567824,0.1028290458205658
61,08-2-2021,El Monte,34.0751571,-118.036849,0.1550054957133436
62,08-2-2021,El Segundo,33.917028,-118.4156337,0.04381328171530673
63,08-2-2021,El Sereno,34.0811213,-118.17784950000001,0.1579115714883252
64,08-2-2021,Elysian Park,34.0774343,-118.23862040000002,0.09403747870528108
65,08-2-2021,Elysian Valley,34.095912799999994,-118.24203259999999,0.13510277389742567
66,08-2-2021,Encino,34.1591324,-118.50161659999999,0.08653057504784471
67,08-2-2021,Exposition,34.013653999999995,-118.2872106,0.1161751563896336
68,08-2-2021,Exposition Park,34.013653999999995,-118.2872106,0.1487501426777765
69,08-2-2021,Faircrest Heights,33.275839000000005,-96.991881,0.08044780005206978
70,08-2-2021,Figueroa Park Square,34.065295,-118.24476200000001,0.16836855853716454
71,08-2-2021,Florence-Firestone,33.9674263,-118.2433068,0.3897995145792466
72,08-2-2021,Gardena,33.8963593,-118.3053037,0.11185088745694556
73,08-2-2021,Glassell Park,34.1161201,-118.22896270000001,0.11855002159683688
74,08-2-2021,Glendale,34.146941600000005,-118.24784709999999,0.10616800178567
75,08-2-2021,Glendora,34.136118700000004,-117.86533899999999,0.09733408961996597
76,08-2-2021,Gramercy Place,33.8677941,-118.31354640000002,0.13949947663907128
77,08-2-2021,Granada Hills,34.26615579999999,-118.5174342,0.12429638545686268
78,08-2-2021,Green Meadows,33.9409877,-118.26299679999998,0.19679425837320572
79,08-2-2021,Hacienda Heights,33.993067700000005,-117.96867549999999,0.0996083025222389
80,08-2-2021,Hancock Park,34.0677881,-118.33257649999999,0.06930402069127675
81,08-2-2021,Harbor City,33.79110120000001,-118.3012604,0.09846638956571592
82,08-2-2021,Harbor Gateway,33.8542249,-118.29921979999999,0.12381470358722127
