ID,Time Stamp,Region,Latitude,Longitude,Density
0,05-3-2020,Acton,34.4807415,-118.1868379,0.0002776909993404839
1,05-3-2020,Altadena,34.1863161,-118.13523290000002,0.0013099047512116619
2,05-3-2020,Arcadia,34.136207500000005,-118.0401497,7.018405769129542e-05
3,05-3-2020,Arleta,34.2413266,-118.4322047,0.0033038079234427955
4,05-3-2020,Avalon,33.342209999999994,-118.3272612,0.0
5,05-3-2020,Azusa,34.1338751,-117.90560459999999,0.0014345231736536087
6,05-3-2020,Baldwin Hills,34.01098870000001,-118.3370709,0.002167100086684004
7,05-3-2020,Baldwin Park,34.0854739,-117.96117609999999,0.0012395658882017064
8,05-3-2020,Bassett,34.049732299999995,-117.99673229999999,0.0007596667595148261
9,05-3-2020,Bell,33.9747806,-118.1866361,0.0036889277516668493
10,05-3-2020,Bell Gardens,33.9694561,-118.1503953,0.0016186035460782275
11,05-3-2020,Bellflower,33.8825705,-118.1167679,0.0018275046016302922
12,05-3-2020,Beverly Hills,34.0696501,-118.3963062,0.003174419946900612
13,05-3-2020,Beverlywood,34.045933399999996,-118.39492,0.0011823719097097814
14,05-3-2020,Boyle Heights,34.0436892,-118.20976840000002,0.0025215766731234318
15,05-3-2020,Brentwood,34.0521403,-118.4740699,0.0012526256961708196
16,05-3-2020,Burbank,34.181648200000005,-118.3258554,0.0024070607114201658
17,05-3-2020,Calabasas,34.144664299999995,-118.6440973,0.0014586772100879046
18,05-3-2020,Canoga Park,34.2010776,-118.5978259,0.004505918924859484
19,05-3-2020,Canyon Country,34.42332929999999,-118.4720281,0.0009710623422023694
20,05-3-2020,Carson,33.832204299999994,-118.2517547,0.0020719867392848686
21,05-3-2020,Castaic,34.488882200000006,-118.6228656,0.0007413945278022947
22,05-3-2020,Central,34.0536909,-118.2427666,0.0034264965351471608
23,05-3-2020,Century City,34.057426299999996,-118.4147267,0.0010685282803818206
24,05-3-2020,Cerritos,33.8644291,-118.05393229999999,0.0008251567797881598
25,05-3-2020,Chatsworth,34.2595715,-118.6023247,0.0028025194927717195
26,05-3-2020,Claremont,34.0966764,-117.71977849999999,0.0006512890094979648
27,05-3-2020,Cloverdale/Cochran,34.062323,-118.34615500000001,0.0013556729699666294
28,05-3-2020,Compton,33.894927,-118.226624,0.0018264994630429817
29,05-3-2020,Covina,34.1024,-117.85486499999999,0.0024017422808410172
30,05-3-2020,Crestview,34.0621851,-118.4250119,0.002531349793597632
31,05-3-2020,Culver City,34.021122399999996,-118.3964665,0.0011881328580801902
32,05-3-2020,Del Rey,33.9896527,-118.4243437,0.0017431129947364824
33,05-3-2020,Diamond Bar,34.02862260000001,-117.81033670000001,0.000595165158331437
34,05-3-2020,Downey,33.942215000000004,-118.1235646,0.0020472537803902964
35,05-3-2020,Downtown,34.0428494,-118.24767320000001,0.002582945285215366
36,05-3-2020,Duarte,34.1394513,-117.97728729999999,0.002040096715696152
37,05-3-2020,Eagle Rock,34.1366877,-118.20767959999999,0.002373962986598596
38,05-3-2020,East Hollywood,34.0904277,-118.2966254,0.004431017119838872
39,05-3-2020,East Los Angeles,34.0239015,-118.17201570000002,0.0031342284521793913
40,05-3-2020,Echo Park,34.0779819,-118.2567824,0.0006186909801367633
41,05-3-2020,El Monte,34.0751571,-118.036849,0.0014596614640580347
42,05-3-2020,El Segundo,33.917028,-118.4156337,0.0010050625372245382
43,05-3-2020,El Sereno,34.0811213,-118.17784950000001,0.002176326893182323
44,05-3-2020,Encino,34.1591324,-118.50161659999999,0.0019984482637011264
45,05-3-2020,Exposition Park,34.013653999999995,-118.2872106,0.003053772958619164
46,05-3-2020,Gardena,33.8963593,-118.3053037,0.0026368265792119185
47,05-3-2020,Glassell Park,34.1161201,-118.22896270000001,0.003536721363708778
48,05-3-2020,Glendale,34.146941600000005,-118.24784709999999,0.0030257186081694407
49,05-3-2020,Glendora,34.136118700000004,-117.86533899999999,0.0008886367933446778
50,05-3-2020,Granada Hills,34.26615579999999,-118.5174342,0.002121604139715395
51,05-3-2020,Hacienda Heights,33.993067700000005,-117.96867549999999,0.0009700918841746897
52,05-3-2020,Hancock Park,34.0677881,-118.33257649999999,0.002073580696848785
