ID,Time Stamp,Region,Latitude,Longitude,Density
0,08-11-2020,Acton,34.4807415,-118.1868379,0.008191884480544273
1,08-11-2020,Adams-Normandie,34.0317877,-118.30024660000001,0.010970600951145696
2,08-11-2020,Agoura Hills,34.147909999999996,-118.76570420000002,0.0042678589574230265
3,08-11-2020,Alhambra,34.093042,-118.12706000000001,0.011694692408829841
4,08-11-2020,Alsace,33.9879995,-118.3476199,0.02415011780545271
5,08-11-2020,Altadena,34.1863161,-118.13523290000002,0.00959973053387975
6,08-11-2020,Angeles National Forest,34.3216546,-118.019201,0.1
7,08-11-2020,Angelino Heights,34.070288899999994,-118.25479650000001,0.02266172229089411
8,08-11-2020,Arcadia,34.136207500000005,-118.0401497,0.006755215552787184
9,08-11-2020,Arleta,34.2413266,-118.4322047,0.03352467747662445
10,08-11-2020,Artesia,33.8690197,-118.0796195,0.015506715506715509
11,08-11-2020,Atwater Village,34.1163979,-118.25646370000001,0.012617431255571557
12,08-11-2020,Avalon,33.342209999999994,-118.3272612,0.00495785820525533
13,08-11-2020,Azusa,34.1338751,-117.90560459999999,0.02432585041280693
14,08-11-2020,Baldwin Hills,34.01098870000001,-118.3370709,0.01745593399474958
15,08-11-2020,Baldwin Park,34.0854739,-117.96117609999999,0.03019793493597774
16,08-11-2020,Bassett,34.049732299999995,-117.99673229999999,0.030133448127421438
17,08-11-2020,Bel Air,34.0827278,-118.44798020000002,0.0070864312267658
18,08-11-2020,Bell,33.9747806,-118.1866361,0.03522242868073013
19,08-11-2020,Bell Gardens,33.9694561,-118.1503953,0.023061388138160437
20,08-11-2020,Bellflower,33.8825705,-118.1167679,0.02490139363660268
21,08-11-2020,Beverly Crest,34.1167701,-118.43226070000001,0.007363167798412828
22,08-11-2020,Beverly Hills,34.0696501,-118.3963062,0.016391550271268613
23,08-11-2020,Beverlywood,34.045933399999996,-118.39492,0.009838369641602248
24,08-11-2020,Boyle Heights,34.0436892,-118.20976840000002,0.04229546792230724
25,08-11-2020,Bradbury,34.1469511,-117.97089820000001,0.01025236593059937
26,08-11-2020,Brentwood,34.0521403,-118.4740699,0.007449971603247251
27,08-11-2020,Brookside,34.0536909,-118.2427666,0.00473186119873817
28,08-11-2020,Burbank,34.181648200000005,-118.3258554,0.01064073663699232
29,08-11-2020,Cadillac-Corning,33.973951,-118.248405,0.01504424778761062
30,08-11-2020,Calabasas,34.144664299999995,-118.6440973,0.008176269624966412
31,08-11-2020,Canoga Park,34.2010776,-118.5978259,0.023418156259484672
32,08-11-2020,Canyon Country,34.42332929999999,-118.4720281,0.008428821130316566
33,08-11-2020,Carson,33.832204299999994,-118.2517547,0.015315787693244478
34,08-11-2020,Carthay,34.061121299999996,-118.3672997,0.01338279147574369
35,08-11-2020,Castaic,34.488882200000006,-118.6228656,0.06601941747572816
36,08-11-2020,Central,34.0536909,-118.2427666,0.047355109508690735
37,08-11-2020,Century City,34.057426299999996,-118.4147267,0.007892219387755101
38,08-11-2020,Century Palms/Cove,34.062844,-118.41581299999999,0.038868601844401815
39,08-11-2020,Cerritos,33.8644291,-118.05393229999999,0.006961322651303748
40,08-11-2020,Chatsworth,34.2595715,-118.6023247,0.015397196920560616
41,08-11-2020,Cheviot Hills,34.0405878,-118.4098875,0.006214566070649804
42,08-11-2020,Chinatown,34.0638402,-118.23586759999999,0.009839461418953909
43,08-11-2020,Claremont,34.0966764,-117.71977849999999,0.008032564450474898
44,08-11-2020,Cloverdale/Cochran,34.062323,-118.34615500000001,0.01759738877456894
45,08-11-2020,Commerce,34.002581,-118.156586,0.03655725979496145
46,08-11-2020,Compton,33.894927,-118.226624,0.031752340202437015
47,08-11-2020,Country Club Park,34.050289,-118.3211871,0.017147952534467385
48,08-11-2020,Covina,34.1024,-117.85486499999999,0.034173943131627686
49,08-11-2020,Crenshaw District,34.0611479,-118.31942190000001,0.0189590805943928
50,08-11-2020,Crestview,34.0621851,-118.4250119,0.014579371547586706
51,08-11-2020,Cudahy,33.9620584,-118.1835395,0.03717779246530073
52,08-11-2020,Culver City,34.021122399999996,-118.3964665,0.009540529517121529
53,08-11-2020,Del Rey,33.9896527,-118.4243437,0.009656796769851952
54,08-11-2020,Diamond Bar,34.02862260000001,-117.81033670000001,0.00763211791272078
55,08-11-2020,Downey,33.942215000000004,-118.1235646,0.028819709869871982
56,08-11-2020,Downtown,34.0428494,-118.24767320000001,0.01496602038776734
57,08-11-2020,Duarte,34.1394513,-117.97728729999999,0.016371146483981462
58,08-11-2020,Eagle Rock,34.1366877,-118.20767959999999,0.013952394638518016
59,08-11-2020,East Hollywood,34.0904277,-118.2966254,0.018895452280976444
60,08-11-2020,East Los Angeles,34.0239015,-118.17201570000002,0.04070559514903335
61,08-11-2020,Echo Park,34.0779819,-118.2567824,0.012898168602579634
62,08-11-2020,El Monte,34.0751571,-118.036849,0.03170806770718839
63,08-11-2020,El Segundo,33.917028,-118.4156337,0.009938951756998214
64,08-11-2020,El Sereno,34.0811213,-118.17784950000001,0.02396476638043452
65,08-11-2020,Elysian Park,34.0774343,-118.23862040000002,0.013969335604770016
66,08-11-2020,Elysian Valley,34.095912799999994,-118.24203259999999,0.021552584314508082
67,08-11-2020,Encino,34.1591324,-118.50161659999999,0.009773990704456392
