ID,Time Stamp,Region,Latitude,Longitude,Density
0,04-5-2021,Acton,34.4807415,-118.1868379,0.016071366586830504
1,04-5-2021,Adams-Normandie,34.0317877,-118.30024660000001,0.06371595330739299
2,04-5-2021,Agoura Hills,34.147909999999996,-118.76570420000002,0.034346103038309116
3,04-5-2021,Alhambra,34.093042,-118.12706000000001,0.0780453486494591
4,04-5-2021,Alsace,33.9879995,-118.3476199,0.13194210703466847
5,04-5-2021,Altadena,34.1863161,-118.13523290000002,0.06120997773161922
6,04-5-2021,Angeles National Forest,34.3216546,-118.019201,0.25
7,04-5-2021,Angelino Heights,34.070288899999994,-118.25479650000001,0.11536876802637
8,04-5-2021,Arcadia,34.136207500000005,-118.0401497,0.04667239836471145
9,04-5-2021,Arleta,34.2413266,-118.4322047,0.2073914072671322
10,04-5-2021,Artesia,33.8690197,-118.0796195,0.12472527472527473
11,04-5-2021,Atwater Village,34.1163979,-118.25646370000001,0.09517931838442023
12,04-5-2021,Avalon,33.342209999999994,-118.3272612,0.003966286564204264
13,04-5-2021,Azusa,34.1338751,-117.90560459999999,0.13055686968730448
14,04-5-2021,Baldwin Hills,34.01098870000001,-118.3370709,0.0909617810507654
15,04-5-2021,Baldwin Park,34.0854739,-117.96117609999999,0.17142932496406574
16,04-5-2021,Bel Air,34.0827278,-118.44798020000002,0.04507434944237918
17,04-5-2021,Bell,33.9747806,-118.1866361,0.18321674499945348
18,04-5-2021,Bell Gardens,33.9694561,-118.1503953,0.12233078910635264
19,04-5-2021,Bellflower,33.8825705,-118.1167679,0.13907441493557718
20,04-5-2021,Beverly Crest,34.1167701,-118.43226070000001,0.05056041888243475
21,04-5-2021,Beverly Hills,34.0696501,-118.3963062,0.07534918619415906
22,04-5-2021,Beverlywood,34.045933399999996,-118.39492,0.0696494104786445
23,04-5-2021,Boyle Heights,34.0436892,-118.20976840000002,0.2034961742201295
24,04-5-2021,Bradbury,34.1469511,-117.97089820000001,0.027602523659305992
25,04-5-2021,Brentwood,34.0521403,-118.4740699,0.050045100724952385
26,04-5-2021,Brookside,34.0536909,-118.2427666,0.04889589905362776
27,04-5-2021,Burbank,34.181648200000005,-118.3258554,0.08284300615137738
28,04-5-2021,Cadillac-Corning,33.973951,-118.248405,0.10206489675516224
29,04-5-2021,Calabasas,34.144664299999995,-118.6440973,0.04671605696518368
30,04-5-2021,Canoga Park,34.2010776,-118.5978259,0.14752160508618073
31,04-5-2021,Canyon Country,34.42332929999999,-118.4720281,0.010370945814721306
32,04-5-2021,Carson,33.832204299999994,-118.2517547,0.08328540983051994
33,04-5-2021,Carthay,34.061121299999996,-118.3672997,0.06640482944214125
34,04-5-2021,Castaic,34.488882200000006,-118.6228656,0.13027360988526038
35,04-5-2021,Central,34.0536909,-118.2427666,0.20233546790076956
36,04-5-2021,Century City,34.057426299999996,-118.4147267,0.04759247448979592
