ID,Time Stamp,Region,Latitude,Longitude,Number of cases
42,03-24-2020,Harvard Heights,34.006081,-118.306737,1
43,03-24-2020,Hawthorne,33.9188589,-118.3483256,6
44,03-24-2020,Highland Park,34.1099469,-118.1969828,1
45,03-24-2020,Hollywood,34.0980031,-118.3295232,19
46,03-24-2020,Hollywood Hills,34.1311792,-118.3355474,8
47,03-24-2020,Hyde Park,33.9805691,-118.3306308,1
48,03-24-2020,Inglewood,33.9562003,-118.353132,5
49,03-24-2020,La Canada Flintridge,34.1998302,-118.2005236,2
50,03-24-2020,La Mirada,33.906097100000004,-118.0107092,3
51,03-24-2020,La Puente,34.01979,-117.95036770000002,1
52,03-24-2020,La Verne,34.10084260000001,-117.7678355,2
53,03-24-2020,Lake Balboa,34.1811656,-118.495236,2
54,03-24-2020,Lakewood,33.8503463,-118.1171914,3
55,03-24-2020,Lancaster,34.6981064,-118.1366153,8
56,03-24-2020,Lawndale,33.8885217,-118.3531991,2
57,03-24-2020,Lincoln Heights,34.0705664,-118.2050727,1
58,03-24-2020,Lomita,33.8036545,-118.3195014,9
59,03-24-2020,Los Feliz,34.1100408,-118.2889236,2
60,03-24-2020,Lynwood,33.924831,-118.2024154,2
61,03-24-2020,Manhattan Beach,33.8915985,-118.3951241,11
62,03-24-2020,Mar Vista,34.0037605,-118.4391641,6
63,03-24-2020,Melrose,34.0536909,-118.2427666,26
64,03-24-2020,Miracle Mile,34.008544,-118.133415,7
65,03-24-2020,Monterey Park,34.051522,-118.129807,3
66,03-24-2020,North Hollywood,34.1729044,-118.3740371,10
67,03-24-2020,Northridge,34.2345615,-118.5369316,2
68,03-24-2020,Norwalk,33.909280200000005,-118.0849169,1
69,03-24-2020,Pacific Palisades,34.0480643,-118.5264706,9
70,03-24-2020,Palmdale,34.5793131,-118.1171108,2
71,03-24-2020,Palms,34.024732799999995,-118.4116152,6
72,03-24-2020,Paramount,33.898917,-118.171005,2
73,03-24-2020,Park La Brea,34.067401600000004,-118.3552363,8
74,03-24-2020,Pico,34.0406717,-118.2661915,1
75,03-24-2020,Pico Rivera,33.9830688,-118.096735,1
76,03-24-2020,Playa Vista,33.9759574,-118.4181815,4
77,03-24-2020,Porter Ranch,34.2818164,-118.5612714,1
78,03-24-2020,Rancho Palos Verdes,33.7483311,-118.3707683,3
79,03-24-2020,Redondo Beach,33.8455911,-118.38867659999998,7
80,03-24-2020,Reseda,34.200078399999995,-118.5369884,4
81,03-24-2020,San Dimas,34.1066756,-117.8067257,1
82,03-24-2020,San Fernando,34.28497,-118.437652,2
83,03-24-2020,San Gabriel,34.0991325,-118.1086041,1
84,03-24-2020,San Pedro,33.7358518,-118.2922934,2
85,03-24-2020,Santa Clarita,34.3916641,-118.542586,7
86,03-24-2020,Santa Monica,34.0194704,-118.4912273,16
87,03-24-2020,Santa Monica Mountains,34.031132,-118.261507,2
88,03-24-2020,Sherman Oaks,34.1508718,-118.4489865,10
89,03-24-2020,Silverlake,34.08276970000001,-118.273646,5
90,03-24-2020,South El Monte,34.0519548,-118.04673390000002,1
91,03-24-2020,South Gate,33.9463456,-118.200981,1
92,03-24-2020,South Park,34.040406899999994,-118.2665377,1
93,03-24-2020,South Whittier,33.9435081,-118.0347827,2
94,03-24-2020,Stevenson Ranch,34.3864721,-118.5826635,2
95,03-24-2020,Studio City,34.148398900000004,-118.3961877,7
96,03-24-2020,Sun Valley,34.2175042,-118.3703576,2
97,03-24-2020,Sunland,34.266946600000004,-118.3023,1
98,03-24-2020,Sylmar,34.307625200000004,-118.4492148,1
99,03-24-2020,Tarzana,34.1714436,-118.5429789,9
100,03-24-2020,Temple,34.0536909,-118.2427666,1
101,03-24-2020,Torrance,33.83584920000001,-118.3406288,5
102,03-24-2020,Tujunga,34.252225,-118.2884105,1
103,03-24-2020,University Park,34.128292200000004,-117.8855566,1
104,03-24-2020,Valley Glen,34.1826379,-118.4138666,9
105,03-24-2020,Van Nuys,34.1866581,-118.448729,4
106,03-24-2020,Venice,33.985,-118.4695,8
107,03-24-2020,Vermont Knolls,33.9668188,-118.29167,1
108,03-24-2020,Vermont Vista,33.9419475,-118.2858138,3
109,03-24-2020,Vernon Central,34.007135,-118.22525,1
110,03-24-2020,Walnut,34.0202894,-117.8653386,1
111,03-24-2020,West Adams,34.0294356,-118.3524833,3
112,03-24-2020,West Covina,34.0686208,-117.93895259999998,1
113,03-24-2020,West Hills,34.2032325,-118.645476,4
114,03-24-2020,West Hollywood,34.0923014,-118.3692894,31
115,03-24-2020,West Los Angeles,34.0463986,-118.448135,4
116,03-24-2020,West Vernon,34.007135,-118.22525,4
117,03-24-2020,Westchester,33.9597349,-118.4006322,3
118,03-24-2020,Westlake,34.0629226,-118.2728204,1
119,03-24-2020,Westwood,34.05612070000001,-118.4306347,6
120,03-24-2020,Whittier,33.9708782,-118.0308396,3
121,03-24-2020,Wholesale District,34.0365749,-118.2354342,1
122,03-24-2020,Willowbrook,33.918786299999994,-118.2343933,1
123,03-24-2020,Wilshire Center,34.0615146,-118.4327712,1
124,03-24-2020,Winnetka,34.2058826,-118.570934,2
125,03-24-2020,Woodland Hills,34.1684364,-118.6058382,8
