ID,Time Stamp,Region,Latitude,Longitude,Number of cases
0,03-25-2020,Agoura Hills,34.14791,-118.76570420000002,3
1,03-25-2020,Alhambra,34.093042,-118.12706,6
2,03-25-2020,Altadena,34.1863161,-118.13523290000002,5
3,03-25-2020,Arcadia,34.136207500000005,-118.0401497,4
4,03-25-2020,Arleta,34.2413266,-118.4322047,1
5,03-25-2020,Athens,33.920407,-118.2790494,1
6,03-25-2020,Baldwin Hills,34.01098870000001,-118.3370709,3
7,03-25-2020,Bell Gardens,33.9694561,-118.1503953,3
8,03-25-2020,Bellflower,33.8825705,-118.1167679,7
9,03-25-2020,Beverly Hills,34.0696501,-118.3963062,13
10,03-25-2020,Beverlywood,34.0466335,-118.395038,8
11,03-25-2020,Boyle Heights,34.033165600000004,-118.2048648,5
12,03-25-2020,Brentwood,34.0521403,-118.4740699,34
13,03-25-2020,Burbank,34.181648200000005,-118.3258554,3
14,03-25-2020,Calabasas,34.144664299999995,-118.6440973,4
15,03-25-2020,Canoga Park,34.2010776,-118.5978259,2
16,03-25-2020,Canyon Country,34.42332929999999,-118.4720281,1
17,03-25-2020,Carson,33.832204299999994,-118.2517547,9
18,03-25-2020,Castaic,34.488882200000006,-118.6228656,2
19,03-25-2020,Century City,34.0574263,-118.4147267,7
20,03-25-2020,Century Palms/Cove,34.056290999999995,-118.4146197,3
21,03-25-2020,Claremont,34.0966764,-117.7197785,1
22,03-25-2020,Covina,34.0821496,-117.87212379999998,3
23,03-25-2020,Crenshaw District,34.0612838,-118.3193493,2
24,03-25-2020,Crestview,34.0621851,-118.4250119,7
25,03-25-2020,Culver City,34.0211224,-118.3964665,6
26,03-25-2020,Del Rey,33.9896527,-118.4243437,5
27,03-25-2020,Diamond Bar,34.02862260000001,-117.8103367,2
28,03-25-2020,Downey,33.942215000000004,-118.1235646,5
29,03-25-2020,Duarte,34.1394513,-117.9772873,1
30,03-25-2020,Eagle Rock,34.1388968,-118.2139624,2
31,03-25-2020,East Hollywood,34.0904277,-118.2966254,1
32,03-25-2020,East Los Angeles,34.0239015,-118.17201570000002,3
33,03-25-2020,Echo Park,34.0779819,-118.2567824,4
