ID,Time Stamp,Region,Latitude,Longitude,Number of cases
0,03-27-2020,Agoura Hills,34.14791,-118.76570420000002,6
1,03-27-2020,Alhambra,34.093042,-118.12706,8
2,03-27-2020,Arcadia,34.136207500000005,-118.0401497,6
3,03-27-2020,Artesia,33.8690197,-118.0796195,0
4,03-27-2020,Avalon,33.342209999999994,-118.3272612,0
5,03-27-2020,Azusa,34.1338751,-117.9056046,1
6,03-27-2020,Baldwin Park,34.0854739,-117.9611761,0
7,03-27-2020,Bell,33.9747806,-118.1866361,4
8,03-27-2020,Bell Gardens,33.9694561,-118.1503953,1
9,03-27-2020,Bellflower,33.8825705,-118.1167679,10
10,03-27-2020,Beverly Hills,34.0696501,-118.3963062,21
11,03-27-2020,Bradbury,34.1469511,-117.9708982,0
12,03-27-2020,Burbank,34.181648200000005,-118.3258554,7
13,03-27-2020,Calabasas,34.144664299999995,-118.6440973,7
14,03-27-2020,Carson,33.832204299999994,-118.2517547,21
15,03-27-2020,Claremont,34.0966764,-117.7197785,1
16,03-27-2020,Commerce,34.002581,-118.156586,0
17,03-27-2020,Covina,34.0821496,-117.87212379999998,3
18,03-27-2020,Cudahy,33.9620584,-118.1835395,0
19,03-27-2020,Culver City,34.0211224,-118.3964665,6
20,03-27-2020,Diamond Bar,34.02862260000001,-117.8103367,2
21,03-27-2020,Downey,33.942215000000004,-118.1235646,12
22,03-27-2020,Duarte,34.1394513,-117.9772873,0
23,03-27-2020,El Monte,34.0751571,-118.036849,0
24,03-27-2020,El Segundo,33.917028,-118.4156337,0
25,03-27-2020,Gardena,33.8963593,-118.3053037,5
26,03-27-2020,Glendale,34.146941600000005,-118.2478471,29
27,03-27-2020,Glendora,34.136118700000004,-117.865339,4
28,03-27-2020,Hawaiian Gardens,33.8284787,-118.0743137,0
29,03-27-2020,Hawthorne,33.9188589,-118.3483256,7
30,03-27-2020,Hermosa Beach,33.86428,-118.39591,0
31,03-27-2020,Hidden Hills,34.164091,-118.657837,0
32,03-27-2020,Industry,33.996821000000004,-117.8861106,0
33,03-27-2020,Inglewood,33.9562003,-118.353132,12
34,03-27-2020,Irwindale,34.1069927,-117.9342148,0
35,03-27-2020,La Canada Flintridge,34.1998302,-118.2005236,5
36,03-27-2020,La Habra Heights,33.96045460000001,-117.9504255,0
37,03-27-2020,La Mirada,33.906097100000004,-118.0107092,5
38,03-27-2020,La Puente,34.01979,-117.95036770000002,1
39,03-27-2020,La Verne,34.10084260000001,-117.7678355,1
40,03-27-2020,Lakewood,33.8503463,-118.1171914,8
41,03-27-2020,Lancaster,34.6981064,-118.1366153,18
42,03-27-2020,Lawndale,33.8885217,-118.3531991,2
43,03-27-2020,Lomita,33.8036545,-118.3195014,0
44,03-27-2020,Lynwood,33.924831,-118.2024154,8
45,03-27-2020,Malibu,34.035591,-118.689423,0
46,03-27-2020,Manhattan Beach,33.8915985,-118.3951241,22
47,03-27-2020,Maywood,33.9866807,-118.185349,1
48,03-27-2020,Monrovia,34.1483499,-118.0014517,4
49,03-27-2020,Montebello,34.0159398,-118.111975,2
50,03-27-2020,Monterey Park,34.051522,-118.129807,4
51,03-27-2020,Norwalk,33.909280200000005,-118.0849169,9
52,03-27-2020,Palmdale,34.5793131,-118.1171108,4
53,03-27-2020,Palos Verdes Estates,33.7872386,-118.401813,12
54,03-27-2020,Paramount,33.898917,-118.171005,5
55,03-27-2020,Pico Rivera,33.9830688,-118.096735,2
56,03-27-2020,Pomona,34.05538129999999,-117.7517496,4
57,03-27-2020,Rancho Palos Verdes,33.7483311,-118.3707683,7
58,03-27-2020,Redondo Beach,33.8455911,-118.38867659999998,23
59,03-27-2020,Rolling Hills,33.7668041,-118.3496623,0
60,03-27-2020,Rolling Hills Estates,33.787794299999995,-118.3581284,0
61,03-27-2020,Rosemead,34.0676169,-118.0879763,0
62,03-27-2020,San Dimas,34.1066756,-117.8067257,1
63,03-27-2020,San Fernando,34.28497,-118.437652,0
64,03-27-2020,San Gabriel,34.0991325,-118.1086041,5
65,03-27-2020,San Marino,34.1215947,-118.1057394,0
66,03-27-2020,Santa Clarita,34.3916641,-118.542586,24
67,03-27-2020,Santa Fe Springs,33.9480787,-118.0691499,0
68,03-27-2020,Santa Monica,34.0194704,-118.4912273,28
69,03-27-2020,Sierra Madre,34.1616729,-118.0528456,0
70,03-27-2020,Signal Hill,33.804826,-118.168259,0
71,03-27-2020,South El Monte,34.0519548,-118.04673390000002,0
72,03-27-2020,South Gate,33.9463456,-118.200981,4
73,03-27-2020,Temple City,34.1082994,-118.0577568,0
