ID,Time Stamp,Region,Latitude,Longitude,Number of cases
0,03-20-2020,Alhambra,34.093042,-118.12706,3
1,03-20-2020,Altadena,34.1863161,-118.13523290000002,2
2,03-20-2020,Arcadia,34.136207500000005,-118.0401497,2
3,03-20-2020,Baldwin Hills,34.01098870000001,-118.3370709,1
4,03-20-2020,Beverly Hills,34.0696501,-118.3963062,5
5,03-20-2020,Beverlywood,34.0466335,-118.395038,2
6,03-20-2020,Boyle Heights,34.033165600000004,-118.2048648,5
7,03-20-2020,Brentwood,34.0521403,-118.4740699,16
8,03-20-2020,Burbank,34.181648200000005,-118.3258554,1
9,03-20-2020,Calabasas,34.144664299999995,-118.6440973,1
10,03-20-2020,Carson,33.832204299999994,-118.2517547,3
11,03-20-2020,Castaic,34.488882200000006,-118.6228656,1
12,03-20-2020,Century City,34.0574263,-118.4147267,4
13,03-20-2020,Century Palms/Cove,34.056290999999995,-118.4146197,1
14,03-20-2020,Covina,34.0821496,-117.87212379999998,1
15,03-20-2020,Crestview,34.0621851,-118.4250119,1
16,03-20-2020,Culver City,34.0211224,-118.3964665,4
17,03-20-2020,Diamond Bar,34.02862260000001,-117.8103367,2
18,03-20-2020,Eagle Rock,34.1388968,-118.2139624,1
19,03-20-2020,East Los Angeles,34.0239015,-118.17201570000002,1
20,03-20-2020,Echo Park,34.0779819,-118.2567824,1
21,03-20-2020,El Segundo,33.917028,-118.4156337,1
22,03-20-2020,Encino,34.1591324,-118.5016166,8
23,03-20-2020,Gardena,33.8963593,-118.3053037,1
24,03-20-2020,Glendale,34.146941600000005,-118.2478471,4
25,03-20-2020,Granada Hills,34.26615579999999,-118.5174342,4
26,03-20-2020,Hancock Park,34.0677881,-118.3325765,2
27,03-20-2020,Hawthorne,33.9188589,-118.3483256,2
28,03-20-2020,Hollywood,34.0980031,-118.3295232,7
29,03-20-2020,Hollywood Hills,34.1311792,-118.3355474,2
30,03-20-2020,Inglewood,33.9562003,-118.353132,2
31,03-20-2020,La Mirada,33.906097100000004,-118.0107092,3
32,03-20-2020,Lake Balboa,34.1811656,-118.495236,1
33,03-20-2020,Lakewood,33.8503463,-118.1171914,1
34,03-20-2020,Lancaster,34.6981064,-118.1366153,3
35,03-20-2020,Lawndale,33.8885217,-118.3531991,1
36,03-20-2020,Lomita,33.8036545,-118.3195014,5
37,03-20-2020,Lynwood,33.924831,-118.2024154,1
38,03-20-2020,Manhattan Beach,33.8915985,-118.3951241,6
39,03-20-2020,Mar Vista,34.0037605,-118.4391641,3
40,03-20-2020,Melrose,34.0536909,-118.2427666,11
41,03-20-2020,Miracle Mile,34.008544,-118.133415,1
42,03-20-2020,Monterey Park,34.051522,-118.129807,2
43,03-20-2020,North Hollywood,34.1729044,-118.3740371,5
44,03-20-2020,Northridge,34.2345615,-118.5369316,1
45,03-20-2020,Pacific Palisades,34.0480643,-118.5264706,6
46,03-20-2020,Palms,34.024732799999995,-118.4116152,1
47,03-20-2020,Park La Brea,34.067401600000004,-118.3552363,4
48,03-20-2020,Playa Vista,33.9759574,-118.4181815,1
49,03-20-2020,Redondo Beach,33.8455911,-118.38867659999998,1
50,03-20-2020,Reseda,34.200078399999995,-118.5369884,2
51,03-20-2020,San Dimas,34.1066756,-117.8067257,1
52,03-20-2020,San Fernando,34.28497,-118.437652,1
53,03-20-2020,San Pedro,33.7358518,-118.2922934,1
54,03-20-2020,Santa Clarita,34.3916641,-118.542586,4
55,03-20-2020,Santa Monica,34.0194704,-118.4912273,4
56,03-20-2020,Santa Monica Mountains,34.031132,-118.261507,2
57,03-20-2020,Sherman Oaks,34.1508718,-118.4489865,6
58,03-20-2020,South El Monte,34.0519548,-118.04673390000002,1
59,03-20-2020,South Whittier,33.9435081,-118.0347827,1
60,03-20-2020,Stevenson Ranch,34.3864721,-118.5826635,1
61,03-20-2020,Studio City,34.148398900000004,-118.3961877,3
62,03-20-2020,Sylmar,34.307625200000004,-118.4492148,1
63,03-20-2020,Tarzana,34.1714436,-118.5429789,6
64,03-20-2020,Torrance,33.83584920000001,-118.3406288,2
65,03-20-2020,Tujunga,34.252225,-118.2884105,1
66,03-20-2020,University Park,34.128292200000004,-117.8855566,1
67,03-20-2020,Valley Glen,34.1826379,-118.4138666,3
68,03-20-2020,Van Nuys,34.1866581,-118.448729,1
69,03-20-2020,Venice,33.985,-118.4695,4
70,03-20-2020,Vermont Knolls,33.9668188,-118.29167,1
71,03-20-2020,Walnut,34.0202894,-117.8653386,2
72,03-20-2020,West Adams,34.0294356,-118.3524833,1
73,03-20-2020,West Hills,34.2032325,-118.645476,3
74,03-20-2020,West Hollywood,34.0923014,-118.3692894,15
75,03-20-2020,West Los Angeles,34.0463986,-118.448135,3
76,03-20-2020,West Vernon,34.007135,-118.22525,1
77,03-20-2020,Westchester,33.9597349,-118.4006322,3
78,03-20-2020,Westwood,34.05612070000001,-118.4306347,5
79,03-20-2020,Whittier,33.9708782,-118.0308396,2
80,03-20-2020,Winnetka,34.2058826,-118.570934,1
81,03-20-2020,Woodland Hills,34.1684364,-118.6058382,4
