ID,Time Stamp,Region,Latitude,Longitude,Number of cases
135,03-26-2020,West Vernon,34.007135,-118.22525,6
136,03-26-2020,Westchester,33.9597349,-118.4006322,7
137,03-26-2020,Westlake,34.0629226,-118.2728204,1
138,03-26-2020,Westwood,34.05612070000001,-118.4306347,11
139,03-26-2020,Whittier,33.9708782,-118.0308396,3
140,03-26-2020,Wholesale District,34.0365749,-118.2354342,6
141,03-26-2020,Willowbrook,33.918786299999994,-118.2343933,1
142,03-26-2020,Wilshire Center,34.0615146,-118.4327712,2
143,03-26-2020,Winnetka,34.2058826,-118.570934,5
144,03-26-2020,Woodland Hills,34.1684364,-118.6058382,13
