ID,Time Stamp,Region,Latitude,Longitude,Number of cases
0,03-26-2020,Agoura Hills,34.14791,-118.76570420000002,5
1,03-26-2020,Alhambra,34.093042,-118.12706,8
2,03-26-2020,Altadena,34.1863161,-118.13523290000002,6
3,03-26-2020,Arcadia,34.136207500000005,-118.0401497,6
4,03-26-2020,Arleta,34.2413266,-118.4322047,2
5,03-26-2020,Athens,33.920407,-118.2790494,3
6,03-26-2020,Azusa,34.1338751,-117.9056046,1
7,03-26-2020,Baldwin Hills,34.01098870000001,-118.3370709,4
8,03-26-2020,Bell,33.9747806,-118.1866361,2
9,03-26-2020,Bell Gardens,33.9694561,-118.1503953,3
10,03-26-2020,Bellflower,33.8825705,-118.1167679,8
11,03-26-2020,Beverly Hills,34.0696501,-118.3963062,15
12,03-26-2020,Beverlywood,34.0466335,-118.395038,10
13,03-26-2020,Boyle Heights,34.033165600000004,-118.2048648,7
14,03-26-2020,Brentwood,34.0521403,-118.4740699,42
15,03-26-2020,Burbank,34.181648200000005,-118.3258554,6
16,03-26-2020,Calabasas,34.144664299999995,-118.6440973,5
17,03-26-2020,Canoga Park,34.2010776,-118.5978259,3
18,03-26-2020,Canyon Country,34.42332929999999,-118.4720281,1
19,03-26-2020,Carson,33.832204299999994,-118.2517547,21
20,03-26-2020,Castaic,34.488882200000006,-118.6228656,2
21,03-26-2020,Century City,34.0574263,-118.4147267,9
22,03-26-2020,Century Palms/Cove,34.056290999999995,-118.4146197,3
23,03-26-2020,Chatsworth,34.2595715,-118.6023247,1
24,03-26-2020,Claremont,34.0966764,-117.7197785,1
25,03-26-2020,Covina,34.0821496,-117.87212379999998,4
26,03-26-2020,Crenshaw District,34.0612838,-118.3193493,2
27,03-26-2020,Crestview,34.0621851,-118.4250119,9
28,03-26-2020,Culver City,34.0211224,-118.3964665,8
29,03-26-2020,Del Rey,33.9896527,-118.4243437,9
30,03-26-2020,Diamond Bar,34.02862260000001,-117.8103367,2
31,03-26-2020,Downey,33.942215000000004,-118.1235646,10
32,03-26-2020,Duarte,34.1394513,-117.9772873,2
33,03-26-2020,Eagle Rock,34.1388968,-118.2139624,3
34,03-26-2020,East Hollywood,34.0904277,-118.2966254,2
35,03-26-2020,East Los Angeles,34.0239015,-118.17201570000002,4
36,03-26-2020,Echo Park,34.0779819,-118.2567824,7
37,03-26-2020,El Segundo,33.917028,-118.4156337,2
38,03-26-2020,Encino,34.1591324,-118.5016166,21
39,03-26-2020,Exposition Park,34.013653999999995,-118.2872106,2
40,03-26-2020,Florence,33.9752173,-118.2659106,7
41,03-26-2020,Gardena,33.8963593,-118.3053037,4
42,03-26-2020,Glassell Park,34.1161201,-118.2289627,2
43,03-26-2020,Glendale,34.146941600000005,-118.2478471,23
44,03-26-2020,Glendora,34.136118700000004,-117.865339,2
45,03-26-2020,Granada Hills,34.26615579999999,-118.5174342,8
46,03-26-2020,Hacienda Heights,33.993067700000005,-117.9686755,2
47,03-26-2020,Hancock Park,34.0677881,-118.3325765,10
48,03-26-2020,Harbor City,33.79110120000001,-118.3012604,1
49,03-26-2020,Harbor Gateway,33.8542249,-118.2992198,3
50,03-26-2020,Harvard Heights,34.006081,-118.306737,2
51,03-26-2020,Hawthorne,33.9188589,-118.3483256,9
52,03-26-2020,Highland Park,34.1099469,-118.1969828,3
53,03-26-2020,Hollywood,34.0980031,-118.3295232,27
54,03-26-2020,Hollywood Hills,34.1311792,-118.3355474,17
55,03-26-2020,Hyde Park,33.9805691,-118.3306308,1
56,03-26-2020,Inglewood,33.9562003,-118.353132,12
57,03-26-2020,La Canada Flintridge,34.1998302,-118.2005236,6
58,03-26-2020,La Mirada,33.906097100000004,-118.0107092,5
59,03-26-2020,La Puente,34.01979,-117.95036770000002,1
60,03-26-2020,La Verne,34.10084260000001,-117.7678355,2
61,03-26-2020,Lake Balboa,34.1811656,-118.495236,3
62,03-26-2020,Lakewood,33.8503463,-118.1171914,7
63,03-26-2020,Lancaster,34.6981064,-118.1366153,16
64,03-26-2020,Lawndale,33.8885217,-118.3531991,2
65,03-26-2020,Leimert Park,34.007702,-118.3320627,2
66,03-26-2020,Lincoln Heights,34.0705664,-118.2050727,1
67,03-26-2020,Little Bangladesh,34.056179,-118.271908,1
68,03-26-2020,Lomita,33.8036545,-118.3195014,12
69,03-26-2020,Los Feliz,34.1100408,-118.2889236,5
70,03-26-2020,Lynwood,33.924831,-118.2024154,6
71,03-26-2020,Manhattan Beach,33.8915985,-118.3951241,21
72,03-26-2020,Mar Vista,34.0037605,-118.4391641,8
73,03-26-2020,Maywood,33.9866807,-118.185349,1
74,03-26-2020,Melrose,34.0536909,-118.2427666,47
75,03-26-2020,Miracle Mile,34.008544,-118.133415,13
76,03-26-2020,Monrovia,34.1483499,-118.0014517,2
77,03-26-2020,Montebello,34.0159398,-118.111975,1
78,03-26-2020,Monterey Park,34.051522,-118.129807,4
79,03-26-2020,North Hills,34.2429575,-118.4854081,1
80,03-26-2020,North Hollywood,34.1729044,-118.3740371,15
81,03-26-2020,Northridge,34.2345615,-118.5369316,4
82,03-26-2020,Norwalk,33.909280200000005,-118.0849169,9
83,03-26-2020,Pacific Palisades,34.0480643,-118.5264706,12
84,03-26-2020,Pacoima,34.262502500000004,-118.427027,1
85,03-26-2020,Palmdale,34.5793131,-118.1171108,2
86,03-26-2020,Palms,34.024732799999995,-118.4116152,10
87,03-26-2020,Panorama City,34.2242902,-118.4453745,4
88,03-26-2020,Paramount,33.898917,-118.171005,4
89,03-26-2020,Park La Brea,34.067401600000004,-118.3552363,8
90,03-26-2020,Pico,34.0406717,-118.2661915,5
91,03-26-2020,Pico Rivera,33.9830688,-118.096735,2
92,03-26-2020,Playa Vista,33.9759574,-118.4181815,8
93,03-26-2020,Pomona,34.05538129999999,-117.7517496,3
94,03-26-2020,Porter Ranch,34.2818164,-118.5612714,2
95,03-26-2020,Rancho Palos Verdes,33.7483311,-118.3707683,6
96,03-26-2020,Redondo Beach,33.8455911,-118.38867659999998,20
97,03-26-2020,Reseda,34.200078399999995,-118.5369884,8
98,03-26-2020,San Dimas,34.1066756,-117.8067257,1
99,03-26-2020,San Fernando,34.28497,-118.437652,3
100,03-26-2020,San Gabriel,34.0991325,-118.1086041,3
101,03-26-2020,San Pedro,33.7358518,-118.2922934,5
102,03-26-2020,Santa Clarita,34.3916641,-118.542586,16
103,03-26-2020,Santa Monica,34.0194704,-118.4912273,21
104,03-26-2020,Santa Monica Mountains,34.031132,-118.261507,4
105,03-26-2020,Sherman Oaks,34.1508718,-118.4489865,17
106,03-26-2020,Silverlake,34.08276970000001,-118.273646,11
107,03-26-2020,South El Monte,34.0519548,-118.04673390000002,4
108,03-26-2020,South Gate,33.9463456,-118.200981,4
109,03-26-2020,South Park,34.040406899999994,-118.2665377,2
110,03-26-2020,South Whittier,33.9435081,-118.0347827,4
111,03-26-2020,Stevenson Ranch,34.3864721,-118.5826635,3
112,03-26-2020,Studio City,34.148398900000004,-118.3961877,11
113,03-26-2020,Sun Valley,34.2175042,-118.3703576,2
114,03-26-2020,Sunland,34.266946600000004,-118.3023,1
115,03-26-2020,Sylmar,34.307625200000004,-118.4492148,2
116,03-26-2020,Tarzana,34.1714436,-118.5429789,14
117,03-26-2020,Temple,34.0536909,-118.2427666,6
118,03-26-2020,Torrance,33.83584920000001,-118.3406288,14
119,03-26-2020,Tujunga,34.252225,-118.2884105,2
120,03-26-2020,University Park,34.128292200000004,-117.8855566,6
121,03-26-2020,Valinda,34.0384785,-117.933559,1
122,03-26-2020,Valley Glen,34.1826379,-118.4138666,12
123,03-26-2020,Van Nuys,34.1866581,-118.448729,4
124,03-26-2020,Venice,33.985,-118.4695,11
125,03-26-2020,Vermont Knolls,33.9668188,-118.29167,3
126,03-26-2020,Vermont Vista,33.9419475,-118.2858138,5
127,03-26-2020,Vernon Central,34.007135,-118.22525,1
128,03-26-2020,Walnut,34.0202894,-117.8653386,1
129,03-26-2020,Watts,33.9405674,-118.2428485,1
130,03-26-2020,West Adams,34.0294356,-118.3524833,6
131,03-26-2020,West Covina,34.0686208,-117.93895259999998,4
132,03-26-2020,West Hills,34.2032325,-118.645476,4
133,03-26-2020,West Hollywood,34.0923014,-118.3692894,35
134,03-26-2020,West Los Angeles,34.0463986,-118.448135,5
