ID,Time Stamp,Region,Latitude,Longitude,Number of cases
0,03-23-2020,Deaths,33.973951,-118.248405,7
1,03-23-2020,Agoura Hills,34.14791,-118.76570420000002,1
2,03-23-2020,Alhambra,34.093042,-118.12706,4
3,03-23-2020,Altadena,34.1863161,-118.13523290000002,5
4,03-23-2020,Arcadia,34.136207500000005,-118.0401497,3
5,03-23-2020,Athens,33.920407,-118.2790494,1
6,03-23-2020,Baldwin Hills,34.01098870000001,-118.3370709,3
7,03-23-2020,Bellflower,33.8825705,-118.1167679,3
8,03-23-2020,Beverly Hills,34.0696501,-118.3963062,12
9,03-23-2020,Beverlywood,34.0466335,-118.395038,7
10,03-23-2020,Boyle Heights,34.033165600000004,-118.2048648,5
11,03-23-2020,Brentwood,34.0521403,-118.4740699,27
12,03-23-2020,Burbank,34.181648200000005,-118.3258554,2
13,03-23-2020,Calabasas,34.144664299999995,-118.6440973,3
14,03-23-2020,Canoga Park,34.2010776,-118.5978259,2
15,03-23-2020,Carson,33.832204299999994,-118.2517547,6
16,03-23-2020,Castaic,34.488882200000006,-118.6228656,1
17,03-23-2020,Century City,34.0574263,-118.4147267,4
18,03-23-2020,Century Palms/Cove,34.056290999999995,-118.4146197,1
19,03-23-2020,Covina,34.0821496,-117.87212379999998,1
20,03-23-2020,Crestview,34.0621851,-118.4250119,6
21,03-23-2020,Culver City,34.0211224,-118.3964665,5
22,03-23-2020,Del Rey,33.9896527,-118.4243437,2
23,03-23-2020,Diamond Bar,34.02862260000001,-117.8103367,2
24,03-23-2020,Duarte,34.1394513,-117.9772873,1
25,03-23-2020,Eagle Rock,34.1388968,-118.2139624,2
26,03-23-2020,East Hollywood,34.0904277,-118.2966254,1
27,03-23-2020,East Los Angeles,34.0239015,-118.17201570000002,2
28,03-23-2020,Echo Park,34.0779819,-118.2567824,2
29,03-23-2020,El Segundo,33.917028,-118.4156337,1
30,03-23-2020,Encino,34.1591324,-118.5016166,10
31,03-23-2020,Exposition Park,34.013653999999995,-118.2872106,1
32,03-23-2020,Florence,33.9752173,-118.2659106,1
33,03-23-2020,Gardena,33.8963593,-118.3053037,1
34,03-23-2020,Glendale,34.146941600000005,-118.2478471,9
35,03-23-2020,Glendora,34.136118700000004,-117.865339,1
36,03-23-2020,Granada Hills,34.26615579999999,-118.5174342,5
37,03-23-2020,Hancock Park,34.0677881,-118.3325765,6
38,03-23-2020,Hawthorne,33.9188589,-118.3483256,3
39,03-23-2020,Hollywood,34.0980031,-118.3295232,14
40,03-23-2020,Hollywood Hills,34.1311792,-118.3355474,7
41,03-23-2020,Hyde Park,33.9805691,-118.3306308,1
42,03-23-2020,Inglewood,33.9562003,-118.353132,3
43,03-23-2020,La Canada Flintridge,34.1998302,-118.2005236,2
44,03-23-2020,La Mirada,33.906097100000004,-118.0107092,3
45,03-23-2020,La Verne,34.10084260000001,-117.7678355,2
46,03-23-2020,Lake Balboa,34.1811656,-118.495236,2
47,03-23-2020,Lakewood,33.8503463,-118.1171914,1
48,03-23-2020,Lancaster,34.6981064,-118.1366153,7
49,03-23-2020,Lawndale,33.8885217,-118.3531991,2
50,03-23-2020,Lincoln Heights,34.0705664,-118.2050727,1
51,03-23-2020,Lomita,33.8036545,-118.3195014,8
52,03-23-2020,Los Feliz,34.1100408,-118.2889236,2
53,03-23-2020,Lynwood,33.924831,-118.2024154,2
54,03-23-2020,Manhattan Beach,33.8915985,-118.3951241,9
55,03-23-2020,Mar Vista,34.0037605,-118.4391641,6
56,03-23-2020,Melrose,34.0536909,-118.2427666,19
57,03-23-2020,Miracle Mile,34.008544,-118.133415,5
58,03-23-2020,Monterey Park,34.051522,-118.129807,3
59,03-23-2020,North Hollywood,34.1729044,-118.3740371,9
60,03-23-2020,Northridge,34.2345615,-118.5369316,1
61,03-23-2020,Pacific Palisades,34.0480643,-118.5264706,8
62,03-23-2020,Palmdale,34.5793131,-118.1171108,1
63,03-23-2020,Palms,34.024732799999995,-118.4116152,2
64,03-23-2020,Paramount,33.898917,-118.171005,2
65,03-23-2020,Park La Brea,34.067401600000004,-118.3552363,6
66,03-23-2020,Playa Vista,33.9759574,-118.4181815,3
67,03-23-2020,Rancho Palos Verdes,33.7483311,-118.3707683,1
68,03-23-2020,Redondo Beach,33.8455911,-118.38867659999998,5
69,03-23-2020,Reseda,34.200078399999995,-118.5369884,3
70,03-23-2020,San Dimas,34.1066756,-117.8067257,1
71,03-23-2020,San Fernando,34.28497,-118.437652,1
72,03-23-2020,San Pedro,33.7358518,-118.2922934,2
