Time Stamp,Region,Latitude,Longitude,Number of cases
05-20-2020,Agoura Hills,34.147909999999996,-118.76570420000002,33
05-20-2020,Alhambra,34.093042,-118.12706000000001,158
05-20-2020,Arcadia,34.136207500000005,-118.0401497,68
05-20-2020,Artesia,33.8690197,-118.0796195,21
05-20-2020,Avalon,33.342209999999994,-118.3272612,0
05-20-2020,Azusa,34.1338751,-117.90560459999999,128
05-20-2020,Baldwin Park,34.0854739,-117.96117609999999,214
05-20-2020,Bell,33.9747806,-118.1866361,222
05-20-2020,Bell Gardens,33.9694561,-118.1503953,185
05-20-2020,Bellflower,33.8825705,-118.1167679,280
05-20-2020,Beverly Hills,34.0696501,-118.3963062,125
05-20-2020,Bradbury,34.1469511,-117.97089820000001,2
05-20-2020,Burbank,34.181648200000005,-118.3258554,360
05-20-2020,Calabasas,34.144664299999995,-118.6440973,52
05-20-2020,Carson,33.832204299999994,-118.2517547,359
05-20-2020,Cerritos,33.8644291,-118.05393229999999,97
05-20-2020,Claremont,34.0966764,-117.71977849999999,33
05-20-2020,Commerce,34.002581,-118.156586,37
05-20-2020,Compton,33.894927,-118.226624,405
05-20-2020,Covina,34.1024,-117.85486499999999,132
05-20-2020,Cudahy,33.9620584,-118.1835395,139
05-20-2020,Culver City,34.021122399999996,-118.3964665,130
05-20-2020,Diamond Bar,34.028622600000006,-117.81033670000001,52
05-20-2020,Downey,33.942215000000004,-118.1235646,472
05-20-2020,Duarte,34.1394513,-117.97728729999999,98
05-20-2020,El Monte,34.0751571,-118.036849,359
05-20-2020,El Segundo,33.917028,-118.4156337,32
05-20-2020,Gardena,33.8963593,-118.3053037,212
05-20-2020,Glendale,34.146941600000005,-118.24784709999999,869
05-20-2020,Glendora,34.136118700000004,-117.86533899999999,103
05-20-2020,Hawaiian Gardens,33.8284787,-118.0743137,27
05-20-2020,Hawthorne,33.9188589,-118.34832560000001,329
05-20-2020,Hermosa Beach,33.86428,-118.39591000000001,28
05-20-2020,Hidden Hills,34.164091,-118.65783700000001,1
05-20-2020,Huntington Park,33.982704299999995,-118.21203429999998,320
05-20-2020,Industry,34.0197335,-117.95867539999999,11
05-20-2020,Inglewood,33.9562003,-118.353132,503
05-20-2020,Irwindale,34.1069927,-117.9342148,4
05-20-2020,La Canada Flintridge,34.1998302,-118.2005236,48
05-20-2020,La Habra Heights,33.960454600000006,-117.9504255,8
05-20-2020,La Mirada,33.906097100000004,-118.0107092,138
05-20-2020,La Puente,34.01979,-117.95036770000002,77
05-20-2020,La Verne,34.10084260000001,-117.7678355,25
05-20-2020,Lakewood,33.8503463,-118.11719140000001,144
05-20-2020,Lancaster,34.6981064,-118.13661529999999,496
05-20-2020,Lawndale,33.8885217,-118.3531991,93
05-20-2020,Lomita,33.8036545,-118.3195014,46
05-20-2020,Lynwood,33.924831,-118.2024154,375
05-20-2020,Malibu,34.035591,-118.689423,35
05-20-2020,Manhattan Beach,33.8915985,-118.39512409999999,74
05-20-2020,Maywood,33.9866807,-118.185349,152
05-20-2020,Monrovia,34.1483499,-118.0014517,128
05-20-2020,Montebello,34.0159398,-118.111975,293
05-20-2020,Monterey Park,34.051522,-118.129807,122
05-20-2020,Norwalk,33.909280200000005,-118.0849169,310
05-20-2020,Palmdale,34.5793131,-118.1171108,588
05-20-2020,Palos Verdes Estates,33.7872386,-118.40181299999999,42
05-20-2020,Paramount,33.898917,-118.17100500000001,228
05-20-2020,Pico Rivera,33.9830688,-118.09673500000001,369
05-20-2020,Pomona,34.05538129999999,-117.75174960000001,319
05-20-2020,Rancho Palos Verdes,33.7483311,-118.3707683,81
05-20-2020,Redondo Beach,33.8455911,-118.38867659999998,128
05-20-2020,Rolling Hills,33.7668041,-118.34966229999999,2
05-20-2020,Rolling Hills Estates,33.787794299999995,-118.3581284,13
05-20-2020,Rosemead,34.0676169,-118.08797630000001,70
05-20-2020,San Dimas,34.1066756,-117.8067257,39
05-20-2020,San Fernando,34.28497,-118.437652,168
05-20-2020,San Gabriel,34.0991325,-118.1086041,88
05-20-2020,San Marino,34.1215947,-118.1057394,20
05-20-2020,Santa Clarita,34.3916641,-118.54258600000001,609
05-20-2020,Santa Fe Springs,33.9480787,-118.06914990000001,47
05-20-2020,Santa Monica,34.019470399999996,-118.4912273,244
05-20-2020,Sierra Madre,34.1616729,-118.0528456,9
05-20-2020,Signal Hill,33.804826,-118.168259,18
05-20-2020,South El Monte,34.0519548,-118.04673390000002,64
05-20-2020,South Gate,33.9463456,-118.200981,416
05-20-2020,South Pasadena,34.113306200000004,-118.1478291,117
05-20-2020,Temple City,34.1082994,-118.05775679999999,110
05-20-2020,Torrance,33.835849200000006,-118.34062879999999,345
05-20-2020,Vernon,34.007135,-118.22525,1
05-20-2020,Walnut,34.020289399999996,-117.86533859999999,35
05-20-2020,West Covina,34.0686208,-117.93895259999998,238
05-20-2020,West Hollywood,34.0923014,-118.36928940000001,163
05-20-2020,Westlake Village,34.1460234,-118.8061794,6
05-20-2020,Whittier,33.9708782,-118.0308396,250
05-20-2020,Adams,33.8485544,-118.0805347,40
05-20-2020,Alsace,33.9879995,-118.3476199,43
05-20-2020,Angeles National Forest,34.3216546,-118.019201,0
05-20-2020,Angelino Heights,34.070288899999994,-118.25479650000001,13
05-20-2020,Arleta,34.2413266,-118.4322047,213
05-20-2020,Atwater Village,34.1163979,-118.25646370000001,42
05-20-2020,Baldwin Hills,34.010988700000006,-118.3370709,141
05-20-2020,Bel Air,34.0827278,-118.44798020000002,33
05-20-2020,Beverly Crest,34.1167701,-118.43226070000001,36
05-20-2020,Beverlywood,34.0466335,-118.39503799999999,34
05-20-2020,Boyle Heights,34.0436892,-118.20976840000002,476
05-20-2020,Brentwood,34.0521403,-118.4740699,74
05-20-2020,Brookside,34.0536909,-118.2427666,0
05-20-2020,Cadillac,34.037368799999996,-118.373967,27
05-20-2020,Canoga Park,34.2010776,-118.5978259,437
05-20-2020,Carthay,34.061121299999996,-118.3672997,71
05-20-2020,Central,34.0536909,-118.2427666,268
05-20-2020,Century City,34.057426299999996,-118.4147267,31
05-20-2020,Century Palms/Cove,34.056290999999995,-118.41461969999999,172
05-20-2020,Chatsworth,34.2595715,-118.6023247,159
05-20-2020,Cheviot Hills,34.0405878,-118.4098875,19
05-20-2020,Chinatown,34.0638402,-118.23586759999999,15
05-20-2020,Cloverdale/Cochran,34.062323,-118.34615500000001,52
05-20-2020,Country Club Park,34.050289,-118.3211871,82
05-20-2020,Crenshaw District,34.0611479,-118.31942190000001,66
05-20-2020,Crestview,34.0621851,-118.4250119,78
05-20-2020,Del Rey,33.9896527,-118.4243437,64
05-20-2020,Downtown,34.0428494,-118.24767320000001,111
05-20-2020,Eagle Rock,34.1366877,-118.20767959999999,146
05-20-2020,East Hollywood,34.0904277,-118.2966254,195
05-20-2020,Echo Park,34.0779819,-118.2567824,41
05-20-2020,El Sereno,34.0811213,-118.17784950000001,140
05-20-2020,Elysian Park,34.0774343,-118.23862040000002,14
05-20-2020,Elysian Valley,34.095912799999994,-118.24203259999999,42
05-20-2020,Encino,34.1591324,-118.50161659999999,114
05-20-2020,Exposition,34.013653999999995,-118.2872106,6
05-20-2020,Exposition Park,34.013653999999995,-118.2872106,210
05-20-2020,Faircrest Heights,33.275839000000005,-96.991881,4
05-20-2020,Figueroa Park Square,34.065295,-118.24476200000001,29
05-20-2020,Florence,33.9741588,-118.2432856,275
05-20-2020,Glassell Park,34.1161201,-118.22896270000001,163
05-20-2020,Gramercy Place,33.8677941,-118.31354640000002,51
05-20-2020,Granada Hills,34.26615579999999,-118.5174342,232
05-20-2020,Green Meadows,33.9409877,-118.26299679999998,123
05-20-2020,Hancock Park,34.0677881,-118.33257649999999,74
