Time Stamp,Region,Latitude,Longitude,Density
03-18-2020,Arcadia,34.136207500000005,-118.0401497,3.509202884564771e-05
03-18-2020,Baldwin Hills,34.01098870000001,-118.3370709,3.4093621083495276e-05
03-18-2020,Beverly Hills,34.0696501,-118.3963062,0.0001154334526145677
03-18-2020,Boyle Heights,34.0436892,-118.20976840000002,5.885815185403178e-05
03-18-2020,Brentwood,34.0521403,-118.4740699,6.681588881836101e-05
03-18-2020,Carson,33.832204299999994,-118.2517547,8.457088731774973e-06
03-18-2020,Century Palms/Cove,34.062844,-118.415813,3.094633904809061e-05
03-18-2020,Culver City,34.0211224,-118.3964665,3.5466652480005676e-05
03-18-2020,Diamond Bar,34.02862260000001,-117.8103367,3.500971519596688e-05
03-18-2020,Eagle Rock,34.1366877,-118.2076796,2.6128079847412012e-05
03-18-2020,Encino,34.1591324,-118.5016166,0.0001366991706916978
03-18-2020,Gardena,33.8963593,-118.3053037,1.648016612007449e-05
03-18-2020,Glendale,34.146941600000005,-118.2478471,1.9840777758488133e-05
03-18-2020,Granada Hills,34.26615579999999,-118.5174342,5.310298438772259e-05
03-18-2020,Hollywood,34.0980031,-118.3295232,7.167122973495979e-05
03-18-2020,Hollywood Hills,34.1311792,-118.3355474,6.946132740596672e-05
03-18-2020,Inglewood,33.9562003,-118.353132,8.594092420869895e-06
03-18-2020,La Mirada,33.906097100000004,-118.0107092,5.4943042379400023e-05
03-18-2020,Lynwood,33.924831,-118.2024154,1.385252600811758e-05
03-18-2020,Manhattan Beach,33.8915985,-118.3951241,7.288496929720668e-05
03-18-2020,Mar Vista,34.0037605,-118.4391641,2.510922512931251e-05
03-18-2020,Melrose,34.0536909,-118.2427666,1.3008468513001964e-05
03-18-2020,Monterey Park,34.051522,-118.129807,3.2721977716333175e-05
03-18-2020,North Hollywood,34.1729044,-118.3740371,1.3592496941688188e-05
03-18-2020,Northridge,34.2345615,-118.5369316,1.4459015919376528e-05
03-18-2020,Reseda,34.200078399999995,-118.5369884,1.351187017795133e-05
03-18-2020,San Dimas,34.1066756,-117.8067257,2.9129041654529566e-05
03-18-2020,San Pedro,33.7358518,-118.2922934,1.3210737687592475e-05
03-18-2020,Santa Clarita,34.3916641,-118.542586,9.11759878918288e-06
03-18-2020,Santa Monica,34.0194704,-118.4912273,3.211647575206081e-05
03-18-2020,Sherman Oaks,34.1508718,-118.4489865,4.710870333294076e-05
03-18-2020,Silverlake,34.092941,-118.2697155,2.35810125686797e-05
03-18-2020,Sylmar,34.307625200000004,-118.4492148,1.2062726176115802e-05
03-18-2020,Tarzana,34.1714436,-118.5429789,0.00016768957306234698
03-18-2020,Torrance,33.83584920000001,-118.3406288,1.3634566352617155e-05
03-18-2020,Venice,33.995044,-118.4668875,0.00011595211177783576
03-18-2020,Walnut,34.0202894,-117.8653386,3.325905477766322e-05
03-18-2020,West Adams,34.0294356,-118.3524833,3.788165770134101e-05
03-18-2020,West Hills,34.2032325,-118.645476,7.671457065411958e-05
03-18-2020,West Hollywood,34.0923014,-118.3692894,0.00030798521670959795
03-18-2020,West Los Angeles,34.0463986,-118.448135,2.7491408934707902e-05
03-18-2020,West Vernon,34.007135,-118.22525,1.9229290054611184e-05
03-18-2020,Westchester,33.9597349,-118.4006322,3.9542884257977775e-05
03-18-2020,Woodland Hills,34.1684364,-118.6058382,4.433541217154849e-05
03-19-2020,Alhambra,34.093042,-118.12706,2.306645445528568e-05
03-19-2020,Arcadia,34.136207500000005,-118.0401497,3.509202884564771e-05
03-19-2020,Baldwin Hills,34.01098870000001,-118.3370709,3.4093621083495276e-05
03-19-2020,Beverly Hills,34.0696501,-118.3963062,0.0001154334526145677
03-19-2020,Beverlywood,34.0459334,-118.39492,0.00015616459748574998
03-19-2020,Boyle Heights,34.0436892,-118.20976840000002,5.885815185403178e-05
03-19-2020,Brentwood,34.0521403,-118.4740699,0.00043430327731934656
03-19-2020,Burbank,34.181648200000005,-118.3258554,9.551828219921294e-06
03-19-2020,Calabasas,34.144664299999995,-118.6440973,3.838624237073433e-05
03-19-2020,Carson,33.832204299999994,-118.2517547,8.457088731774973e-06
03-19-2020,Castaic,34.488882200000006,-118.6228656,3.53045013239188e-05
03-19-2020,Covina,34.1024,-117.854865,2.0353748142720484e-05
03-19-2020,Crestview,34.0621851,-118.4250119,9.055510278004166e-05
03-19-2020,Culver City,34.0211224,-118.3964665,5.319997872000851e-05
03-19-2020,Diamond Bar,34.02862260000001,-117.8103367,3.500971519596688e-05
03-19-2020,Eagle Rock,34.1366877,-118.2076796,2.6128079847412012e-05
03-19-2020,East Los Angeles,34.0239015,-118.17201570000002,7.874945859747215e-06
03-19-2020,Echo Park,34.0779819,-118.2567824,7.126060001425212e-05
03-19-2020,Encino,34.1591324,-118.5016166,0.0001366991706916978
03-19-2020,Gardena,33.8963593,-118.3053037,1.648016612007449e-05
03-19-2020,Glendale,34.146941600000005,-118.2478471,1.9840777758488133e-05
03-19-2020,Granada Hills,34.26615579999999,-118.5174342,7.080397918363011e-05
03-19-2020,Hancock Park,34.0677881,-118.3325765,0.00011756407241946862
03-19-2020,Hawthorne,33.9188589,-118.3483256,8.769468219447172e-06
03-19-2020,Hollywood,34.0980031,-118.3295232,7.167122973495979e-05
03-19-2020,Hollywood Hills,34.1311792,-118.3355474,6.946132740596672e-05
03-19-2020,Inglewood,33.9562003,-118.353132,1.718818484173979e-05
03-19-2020,La Mirada,33.906097100000004,-118.0107092,5.4943042379400023e-05
03-19-2020,Lawndale,33.8885217,-118.3531991,2.3678727031634778e-05
03-19-2020,Lomita,33.8036545,-118.3195014,0.00010921561346410082
03-19-2020,Lynwood,33.924831,-118.2024154,1.385252600811758e-05
03-19-2020,Manhattan Beach,33.8915985,-118.3951241,9.110621162150835e-05
03-19-2020,Mar Vista,34.0037605,-118.4391641,2.510922512931251e-05
03-19-2020,Melrose,34.0536909,-118.2427666,0.0001430931536430216
03-19-2020,Monterey Park,34.051522,-118.129807,3.2721977716333175e-05
03-19-2020,North Hollywood,34.1729044,-118.3740371,2.0388745412532282e-05
03-19-2020,Northridge,34.2345615,-118.5369316,1.4459015919376528e-05
03-19-2020,Pacific Palisades,34.0480643,-118.5264706,0.00024133603629693985
03-19-2020,Palms,34.024732799999995,-118.4116152,2.314921987129034e-05
03-19-2020,Playa Vista,33.976010200000005,-118.4181654,7.389344565137072e-05
03-19-2020,Reseda,34.200078399999995,-118.5369884,1.351187017795133e-05
03-19-2020,San Dimas,34.1066756,-117.8067257,2.9129041654529566e-05
03-19-2020,San Pedro,33.7358518,-118.2922934,1.3210737687592475e-05
03-19-2020,Santa Clarita,34.3916641,-118.542586,1.3676398183774321e-05
03-19-2020,Santa Monica,34.0194704,-118.4912273,2.1410983834707204e-05
03-19-2020,Santa Monica Mountains,34.031132,-118.261507,0.00022398924851607123
03-19-2020,Sherman Oaks,34.1508718,-118.4489865,5.888587916617595e-05
03-19-2020,South El Monte,34.0519548,-118.04673390000002,3.1220730565095225e-05
03-19-2020,Stevenson Ranch,34.3864721,-118.5826635,3.92480081635857e-05
03-19-2020,Studio City,34.148398900000004,-118.3961877,0.00013819789939192924
03-19-2020,Sylmar,34.307625200000004,-118.4492148,1.2062726176115802e-05
03-19-2020,Tarzana,34.1714436,-118.5429789,0.00016768957306234698
03-19-2020,Torrance,33.83584920000001,-118.3406288,1.3634566352617155e-05
03-19-2020,Tujunga,34.252225,-118.2884105,3.6187305493232976e-05
03-19-2020,University Park,34.027449,-118.2839493,4.0117142054800014e-05
03-19-2020,Valley Glen,34.1826379,-118.4138666,3.4811668871405693e-05
03-19-2020,Van Nuys,34.1866193,-118.4486669,1.1079718575148191e-05
03-19-2020,Venice,33.995044,-118.4668875,0.00011595211177783576
03-19-2020,Vermont Knolls,33.9668188,-118.29167,5.819705522900541e-05
03-19-2020,Walnut,34.0202894,-117.8653386,3.325905477766322e-05
03-19-2020,West Adams,34.0294356,-118.3524833,3.788165770134101e-05
03-19-2020,West Hills,34.2032325,-118.645476,7.671457065411958e-05
03-19-2020,West Hollywood,34.0923014,-118.3692894,0.0003359838727741068
03-19-2020,West Los Angeles,34.0463986,-118.448135,5.4982817869415804e-05
03-19-2020,West Vernon,34.007135,-118.22525,1.9229290054611184e-05
03-19-2020,Westchester,33.9597349,-118.4006322,5.931432638696666e-05
03-19-2020,Westwood,34.05612070000001,-118.4306347,3.7500937523438084e-05
03-19-2020,Whittier,33.9708782,-118.0308396,2.017796969268952e-05
03-19-2020,Woodland Hills,34.1684364,-118.6058382,4.433541217154849e-05
03-20-2020,Alhambra,34.093042,-118.12706,3.4599681682928514e-05
03-20-2020,Altadena,34.1863161,-118.13523290000002,3.7425850034618914e-05
03-20-2020,Arcadia,34.136207500000005,-118.0401497,3.509202884564771e-05
03-20-2020,Baldwin Hills,34.01098870000001,-118.3370709,3.4093621083495276e-05
03-20-2020,Beverly Hills,34.0696501,-118.3963062,0.00014429181576820963
03-20-2020,Beverlywood,34.0459334,-118.39492,0.00015616459748574998
03-20-2020,Boyle Heights,34.0436892,-118.20976840000002,5.885815185403178e-05
03-20-2020,Brentwood,34.0521403,-118.4740699,0.0005345271105468881
03-20-2020,Burbank,34.181648200000005,-118.3258554,9.551828219921294e-06
03-20-2020,Calabasas,34.144664299999995,-118.6440973,3.838624237073433e-05
03-20-2020,Carson,33.832204299999994,-118.2517547,2.5371266195324923e-05
03-20-2020,Castaic,34.488882200000006,-118.6228656,3.53045013239188e-05
03-20-2020,Century City,34.0574263,-118.4147267,0.00031887755102040814
03-20-2020,Century Palms/Cove,34.062844,-118.415813,3.094633904809061e-05
03-20-2020,Covina,34.1024,-117.854865,2.0353748142720484e-05
03-20-2020,Crestview,34.0621851,-118.4250119,9.055510278004166e-05
03-20-2020,Culver City,34.0211224,-118.3964665,7.093330496001135e-05
03-20-2020,Diamond Bar,34.02862260000001,-117.8103367,3.500971519596688e-05
03-20-2020,Eagle Rock,34.1366877,-118.2076796,2.6128079847412012e-05
03-20-2020,East Los Angeles,34.0239015,-118.17201570000002,7.874945859747215e-06
03-20-2020,Echo Park,34.0779819,-118.2567824,7.126060001425212e-05
03-20-2020,El Segundo,33.917028,-118.4156337,3.722453841572365e-05
03-20-2020,Encino,34.1591324,-118.5016166,0.00018226556092226375
03-20-2020,Gardena,33.8963593,-118.3053037,1.648016612007449e-05
03-20-2020,Glendale,34.146941600000005,-118.2478471,1.9840777758488133e-05
03-20-2020,Granada Hills,34.26615579999999,-118.5174342,7.080397918363011e-05
03-20-2020,Hancock Park,34.0677881,-118.3325765,0.00011756407241946862
03-20-2020,Hawthorne,33.9188589,-118.3483256,1.7538936438894344e-05
03-20-2020,Hollywood,34.0980031,-118.3295232,0.00010033972162894371
03-20-2020,Hollywood Hills,34.1311792,-118.3355474,6.946132740596672e-05
03-20-2020,Inglewood,33.9562003,-118.353132,1.718818484173979e-05
03-20-2020,La Mirada,33.906097100000004,-118.0107092,5.4943042379400023e-05
03-20-2020,Lake Balboa,34.1811656,-118.495236,2.45893577259762e-05
03-20-2020,Lakewood,33.8503463,-118.1171914,9.409019486079355e-06
03-20-2020,Lancaster,34.6981064,-118.1366153,1.769368689251675e-05
03-20-2020,Lawndale,33.8885217,-118.3531991,2.3678727031634778e-05
03-20-2020,Lomita,33.8036545,-118.3195014,0.00010921561346410082
03-20-2020,Lynwood,33.924831,-118.2024154,1.385252600811758e-05
03-20-2020,Manhattan Beach,33.8915985,-118.3951241,0.00010932745394581002
03-20-2020,Mar Vista,34.0037605,-118.4391641,7.532767538793753e-05
03-20-2020,Melrose,34.0536909,-118.2427666,0.0001430931536430216
03-20-2020,Miracle Mile,34.008544,-118.133415,5.8251296091338034e-05
03-20-2020,Monterey Park,34.051522,-118.129807,3.2721977716333175e-05
03-20-2020,North Hollywood,34.1729044,-118.3740371,3.398124235422047e-05
03-20-2020,Northridge,34.2345615,-118.5369316,1.4459015919376528e-05
03-20-2020,Pacific Palisades,34.0480643,-118.5264706,0.0002896032435563278
03-20-2020,Palms,34.024732799999995,-118.4116152,2.314921987129034e-05
03-20-2020,Park La Brea,34.067401600000004,-118.3552363,0.00032123353678124
03-20-2020,Playa Vista,33.976010200000005,-118.4181654,7.389344565137072e-05
03-20-2020,Redondo Beach,33.8455911,-118.38867659999998,1.4426683593975417e-05
03-20-2020,Reseda,34.200078399999995,-118.5369884,2.702374035590266e-05
03-20-2020,San Dimas,34.1066756,-117.8067257,2.9129041654529566e-05
03-20-2020,San Fernando,34.28497,-118.437652,2.064409578860446e-05
03-20-2020,San Pedro,33.7358518,-118.2922934,1.3210737687592475e-05
03-20-2020,Santa Clarita,34.3916641,-118.542586,1.823519757836576e-05
03-20-2020,Santa Monica,34.0194704,-118.4912273,4.282196766941441e-05
03-20-2020,Santa Monica Mountains,34.031132,-118.261507,0.00022398924851607123
03-20-2020,Sherman Oaks,34.1508718,-118.4489865,7.066305499941114e-05
03-20-2020,South El Monte,34.0519548,-118.04673390000002,3.1220730565095225e-05
03-20-2020,South Whittier,33.9435081,-118.0347827,1.5854895991882292e-05
03-20-2020,Stevenson Ranch,34.3864721,-118.5826635,3.92480081635857e-05
03-20-2020,Studio City,34.148398900000004,-118.3961877,0.00013819789939192924
03-20-2020,Sylmar,34.307625200000004,-118.4492148,1.2062726176115802e-05
03-20-2020,Tarzana,34.1714436,-118.5429789,0.00020122748767481639
03-20-2020,Torrance,33.83584920000001,-118.3406288,1.3634566352617155e-05
03-20-2020,Tujunga,34.252225,-118.2884105,3.6187305493232976e-05
03-20-2020,University Park,34.027449,-118.2839493,4.0117142054800014e-05
03-20-2020,Valley Glen,34.1826379,-118.4138666,0.00010443500661421708
03-20-2020,Van Nuys,34.1866193,-118.4486669,1.1079718575148191e-05
03-20-2020,Venice,33.995044,-118.4668875,0.00011595211177783576
03-20-2020,Vermont Knolls,33.9668188,-118.29167,5.819705522900541e-05
03-20-2020,Walnut,34.0202894,-117.8653386,6.651810955532644e-05
03-20-2020,West Adams,34.0294356,-118.3524833,3.788165770134101e-05
03-20-2020,West Hills,34.2032325,-118.645476,7.671457065411958e-05
03-20-2020,West Hollywood,34.0923014,-118.3692894,0.00041997984096763354
03-20-2020,West Los Angeles,34.0463986,-118.448135,8.247422680412371e-05
03-20-2020,West Vernon,34.007135,-118.22525,1.9229290054611184e-05
03-20-2020,Westchester,33.9597349,-118.4006322,5.931432638696666e-05
03-20-2020,Westwood,34.05612070000001,-118.4306347,9.375234380859522e-05
03-20-2020,Whittier,33.9708782,-118.0308396,2.017796969268952e-05
03-20-2020,Winnetka,34.2058826,-118.570934,2.054696007725657e-05
03-20-2020,Woodland Hills,34.1684364,-118.6058382,5.911388289539799e-05
03-21-2020,Alhambra,34.093042,-118.12706,3.4599681682928514e-05
03-21-2020,Altadena,34.1863161,-118.13523290000002,5.613877505192837e-05
03-21-2020,Arcadia,34.136207500000005,-118.0401497,3.509202884564771e-05
03-21-2020,Baldwin Hills,34.01098870000001,-118.3370709,6.818724216699055e-05
03-21-2020,Beverly Hills,34.0696501,-118.3963062,0.00020200854207549348
03-21-2020,Beverlywood,34.0459334,-118.39492,0.00039041149371437495
03-21-2020,Boyle Heights,34.0436892,-118.20976840000002,5.885815185403178e-05
03-21-2020,Brentwood,34.0521403,-118.4740699,0.000601342999365249
03-21-2020,Burbank,34.181648200000005,-118.3258554,9.551828219921294e-06
03-21-2020,Calabasas,34.144664299999995,-118.6440973,3.838624237073433e-05
03-21-2020,Carson,33.832204299999994,-118.2517547,2.5371266195324923e-05
03-21-2020,Castaic,34.488882200000006,-118.6228656,3.53045013239188e-05
03-21-2020,Century City,34.0574263,-118.4147267,0.00031887755102040814
03-21-2020,Century Palms/Cove,34.062844,-118.415813,3.094633904809061e-05
03-21-2020,Covina,34.1024,-117.854865,2.0353748142720484e-05
03-21-2020,Crestview,34.0621851,-118.4250119,0.0003622204111201666
03-21-2020,Culver City,34.0211224,-118.3964665,7.093330496001135e-05
03-21-2020,Del Rey,33.9896527,-118.4243437,6.729475100942126e-05
03-21-2020,Diamond Bar,34.02862260000001,-117.8103367,3.500971519596688e-05
03-21-2020,Eagle Rock,34.1366877,-118.2076796,2.6128079847412012e-05
03-21-2020,East Los Angeles,34.0239015,-118.17201570000002,7.874945859747215e-06
03-21-2020,Echo Park,34.0779819,-118.2567824,7.126060001425212e-05
03-21-2020,El Segundo,33.917028,-118.4156337,7.44490768314473e-05
03-21-2020,Encino,34.1591324,-118.5016166,2.2783195115282968e-05
03-21-2020,Gardena,33.8963593,-118.3053037,1.648016612007449e-05
03-21-2020,Glendale,34.146941600000005,-118.2478471,2.4800972198110166e-05
03-21-2020,Granada Hills,34.26615579999999,-118.5174342,7.080397918363011e-05
03-21-2020,Hancock Park,34.0677881,-118.3325765,0.00023512814483893723
03-21-2020,Hawthorne,33.9188589,-118.3483256,1.7538936438894344e-05
03-21-2020,Hollywood,34.0980031,-118.3295232,0.0001720109513639035
03-21-2020,Hollywood Hills,34.1311792,-118.3355474,6.946132740596672e-05
03-21-2020,Inglewood,33.9562003,-118.353132,1.718818484173979e-05
03-21-2020,La Canada Flintridge,34.1998302,-118.2005236,2.4842868854495316e-05
03-21-2020,La Mirada,33.906097100000004,-118.0107092,5.4943042379400023e-05
03-21-2020,La Verne,34.10084260000001,-117.7678355,2.845273999886189e-05
03-21-2020,Lake Balboa,34.1811656,-118.495236,2.45893577259762e-05
03-21-2020,Lakewood,33.8503463,-118.1171914,9.409019486079355e-06
03-21-2020,Lancaster,34.6981064,-118.1366153,1.769368689251675e-05
03-21-2020,Lawndale,33.8885217,-118.3531991,2.3678727031634778e-05
03-21-2020,Lomita,33.8036545,-118.3195014,0.00015290185884974115
03-21-2020,Lynwood,33.924831,-118.2024154,1.385252600811758e-05
03-21-2020,Manhattan Beach,33.8915985,-118.3951241,0.0001275486962701117
03-21-2020,Mar Vista,34.0037605,-118.4391641,0.00010043690051725004
03-21-2020,Melrose,34.0536909,-118.2427666,0.00015610162215602357
03-21-2020,Miracle Mile,34.008544,-118.133415,5.8251296091338034e-05
03-21-2020,Montebello,34.0159398,-118.111975,1.569095102854184e-05
03-21-2020,Monterey Park,34.051522,-118.129807,4.908296657449976e-05
03-21-2020,North Hollywood,34.1729044,-118.3740371,3.398124235422047e-05
03-21-2020,Northridge,34.2345615,-118.5369316,1.4459015919376528e-05
03-21-2020,Pacific Palisades,34.0480643,-118.5264706,0.0003378704508157158
03-21-2020,Palms,34.024732799999995,-118.4116152,2.314921987129034e-05
03-21-2020,Park La Brea,34.067401600000004,-118.3552363,0.00032123353678124
03-21-2020,Playa Vista,33.976010200000005,-118.4181654,0.00014778689130274145
03-21-2020,Redondo Beach,33.8455911,-118.38867659999998,2.8853367187950835e-05
03-21-2020,Reseda,34.200078399999995,-118.5369884,4.053561053385399e-05
03-21-2020,San Dimas,34.1066756,-117.8067257,2.9129041654529566e-05
03-21-2020,San Fernando,34.28497,-118.437652,2.064409578860446e-05
03-21-2020,San Pedro,33.7358518,-118.2922934,1.3210737687592475e-05
03-21-2020,Santa Clarita,34.3916641,-118.542586,1.823519757836576e-05
03-21-2020,Santa Monica,34.0194704,-118.4912273,5.352745958676801e-05
03-21-2020,Santa Monica Mountains,34.031132,-118.261507,0.0003359838727741068
03-21-2020,Sherman Oaks,34.1508718,-118.4489865,8.244023083264634e-05
03-21-2020,Silverlake,34.092941,-118.2697155,7.07430377060391e-05
03-21-2020,South El Monte,34.0519548,-118.04673390000002,3.1220730565095225e-05
03-21-2020,South Whittier,33.9435081,-118.0347827,1.5854895991882292e-05
03-21-2020,Stevenson Ranch,34.3864721,-118.5826635,3.92480081635857e-05
03-21-2020,Studio City,34.148398900000004,-118.3961877,0.00018426386585590566
03-21-2020,Sun Valley,34.2175042,-118.3703576,1.8916464891041163e-05
03-21-2020,Sunland,34.266946600000004,-118.3023,4.968450340338848e-05
03-21-2020,Sylmar,34.307625200000004,-118.4492148,1.2062726176115802e-05
03-21-2020,Tarzana,34.1714436,-118.5429789,0.00023476540228728577
03-21-2020,Torrance,33.83584920000001,-118.3406288,1.3634566352617155e-05
03-21-2020,Tujunga,34.252225,-118.2884105,3.6187305493232976e-05
03-21-2020,University Park,34.027449,-118.2839493,4.0117142054800014e-05
03-21-2020,Valley Glen,34.1826379,-118.4138666,0.00020887001322843416
03-21-2020,Van Nuys,34.1866193,-118.4486669,2.2159437150296382e-05
03-21-2020,Venice,33.995044,-118.4668875,0.00017392816766675364
03-21-2020,Vermont Knolls,33.9668188,-118.29167,5.819705522900541e-05
03-21-2020,Vermont Vista,33.9419475,-118.2858138,2.519018590357197e-05
03-21-2020,Vernon Central,34.007135,-118.22525,1.9692016856366428e-05
03-21-2020,Walnut,34.0202894,-117.8653386,3.325905477766322e-05
03-21-2020,West Adams,34.0294356,-118.3524833,7.576331540268203e-05
03-21-2020,West Covina,34.0686208,-117.93895259999998,9.286085729143452e-06
03-21-2020,West Hills,34.2032325,-118.645476,0.00010228609420549276
03-21-2020,West Hollywood,34.0923014,-118.3692894,0.0005039758091611603
03-21-2020,West Los Angeles,34.0463986,-118.448135,8.247422680412371e-05
03-21-2020,West Vernon,34.007135,-118.22525,3.845858010922237e-05
03-21-2020,Westchester,33.9597349,-118.4006322,5.931432638696666e-05
03-21-2020,Westlake,34.0629226,-118.2728204,1.6807570129586367e-05
03-21-2020,Westwood,34.05612070000001,-118.4306347,9.375234380859522e-05
03-21-2020,Whittier,33.9708782,-118.0308396,2.017796969268952e-05
03-21-2020,Winnetka,34.2058826,-118.570934,2.054696007725657e-05
03-21-2020,Woodland Hills,34.1684364,-118.6058382,7.389235361924748e-05
03-22-2020,Alhambra,34.093042,-118.12706,3.4599681682928514e-05
03-22-2020,Altadena,34.1863161,-118.13523290000002,5.613877505192837e-05
03-22-2020,Arcadia,34.136207500000005,-118.0401497,3.509202884564771e-05
03-22-2020,Athens,33.920407,-118.2790494,0.0001098780353807274
03-22-2020,Baldwin Hills,34.01098870000001,-118.3370709,0.00010228086325048584
03-22-2020,Bellflower,33.8825705,-118.1167679,1.3147515119642387e-05
03-22-2020,Beverly Hills,34.0696501,-118.3963062,0.0002308669052291354
03-22-2020,Beverlywood,34.0459334,-118.39492,0.00046849379245724994
